adult_polyP	IP_polyP	LTR_type	family	HOG	cons	strand	length	div	sFam	rpkm_adult_polyP	rpkm_IP_polyP	LTR_type2	species	log2RPKM_centered
soloLTR_As:262	5.82507221296117	3.87289006837811	soloLTR	rnd-1_family-673	N0.HOG0000125_OG0000111_n0	LC	As	155	17.8	LTR/Pao	37.5811110513624	24.9863875379233	soloLTR	nippostrongylus_brasiliensis	-0.860862498706633
soloLTR_As:274	21.3334406423275	11.7975511624325	soloLTR	rnd-5_family-6222	N0.HOG0000010_OG0000006_n0	HC	As	199	8.5	LTR/Pao	107.203219308178	59.2841766956409	soloLTR	nippostrongylus_brasiliensis	0.38564225775048
soloLTR_As:294	1256.10797340514	1049.28911993521	soloLTR	rnd-1_family-491	N0.HOG0000016_OG0000008_n0	HC	As	858	10.9	LTR/Pao	1463.995306999	1222.94769223218	soloLTR	nippostrongylus_brasiliensis	4.7522140537944
soloLTR_As:298	1.39700600117243	1.39849384314601	soloLTR	rnd-1_family-607	N0.HOG0000032_OG0000021_n0	C	As	171	12.4	LTR/Pao	8.16962573785045	8.17832656810532	soloLTR	nippostrongylus_brasiliensis	-2.47212725712331
soloLTR_As:310	10.5323638352814	19.2455022727393	soloLTR	rnd-4_family-504	no_RT	Other	As	171	11.1	LTR/Pao	61.5927709665581	112.546796916604	soloLTR	nippostrongylus_brasiliensis	1.31044825875195
soloLTR_As:356	10.6724468129368	7.69556068761325	soloLTR	rnd-4_family-2928	no_RT	Other	As	406	11.8	LTR/Gypsy	26.2868148101892	18.9545829744169	soloLTR	nippostrongylus_brasiliensis	-1.2594581187085
soloLTR_As:378	1.39700600117243	1.59123858253209	soloLTR	rnd-3_family-18	N0.HOG0000070_OG0000056_n0	C	As	244	16.2	LTR/Gypsy	5.72543443103453	6.52146960054134	soloLTR	nippostrongylus_brasiliensis	-2.79873581965242
soloLTR_As:466	8.39917340841771	5.35224230774222	soloLTR	rnd-3_family-18	N0.HOG0000070_OG0000056_n0	C	As	262	7.9	LTR/Gypsy	32.0579137725867	20.4284057547413	soloLTR	nippostrongylus_brasiliensis	-1.15142821472868
soloLTR_As:468	11.5094510836496	28.6670492018549	soloLTR	rnd-5_family-2614	N0.HOG0000032_OG0000021_n0	C	As	214	18.3	LTR/Pao	53.7824816992972	133.958173840443	soloLTR	nippostrongylus_brasiliensis	1.56170587451951
soloLTR_As:496	4.04264858321988	8.53703699480832	soloLTR	rnd-4_family-72852	N0.HOG0000123_OG0000109_n0	LC	As	334	23.9	LTR/Pao	12.1037382731134	25.5599910024201	soloLTR	nippostrongylus_brasiliensis	-0.828117505960731
soloLTR_As:516	11.8906772881501	13.3188298661669	soloLTR	rnd-1_family-607	N0.HOG0000032_OG0000021_n0	C	As	177	17	LTR/Pao	67.1789677296615	75.2476263625248	soloLTR	nippostrongylus_brasiliensis	0.729641239321609
soloLTR_As:560	4.28848834471169	4.89354966319302	soloLTR	rnd-1_family-371	no_RT	Other	As	365	10.8	LTR/Pao	11.7492831361964	13.406985378611	soloLTR	nippostrongylus_brasiliensis	-1.7590199571976
soloLTR_As:592	5.5999670667636	6.19744638631479	soloLTR	rnd-4_family-504	no_RT	Other	As	113	16.4	LTR/Pao	49.5572306793239	54.8446582859716	soloLTR	nippostrongylus_brasiliensis	0.273346278678365
soloLTR_As:610	1.64955747817468	2.55666290710366	soloLTR	rnd-1_family-371	no_RT	Other	As	357	25.4	LTR/Pao	4.62060918256213	7.16152074818952	soloLTR	nippostrongylus_brasiliensis	-2.66366695311423
soloLTR_As:682	4.939832226192	3.79231225829162	soloLTR	rnd-5_family-2953	N0.HOG0000032_OG0000021_n0	C	As	156	15.8	LTR/Pao	31.6655911935385	24.3096939634078	soloLTR	nippostrongylus_brasiliensis	-0.900473103107924
soloLTR_As:686	9.547922846889	6.48107160281343	soloLTR	rnd-1_family-371	no_RT	Other	As	224	11	LTR/Pao	42.6246555664687	28.9333553697028	soloLTR	nippostrongylus_brasiliensis	-0.649271193649176
soloLTR_As:700	0.472091262811742	0.49840840293035	soloLTR	rnd-5_family-2953	N0.HOG0000032_OG0000021_n0	C	As	78	15.4	LTR/Pao	6.05245208733003	6.38985131961987	soloLTR	nippostrongylus_brasiliensis	-2.82815056664165
soloLTR_As:860	24.3950438760799	35.4326034419426	soloLTR	rnd-1_family-426	no_RT	Other	As	154	10.4	LTR/Pao	158.409375818701	230.081840532095	soloLTR	nippostrongylus_brasiliensis	2.34207038222383
soloLTR_As:866	389.664770217971	223.182968811119	soloLTR	rnd-4_family-379	N0.HOG0000016_OG0000008_n0	HC	As	660	4.4	LTR/Pao	590.401166996925	338.15601335018	soloLTR	nippostrongylus_brasiliensis	2.89761226959763
soloLTR_As:880	6.72177554964488	6.50834556590839	soloLTR	rnd-1_family-661	N0.HOG0000016_OG0000008_n0	HC	As	225	3.6	LTR/Gypsy	29.8745579984217	28.9259802929262	soloLTR	nippostrongylus_brasiliensis	-0.649638981720972
soloLTR_As:938	1.16647635644629	0.372133298078045	soloLTR	rnd-5_family-486	N0.HOG0000027_OG0000016_n0	C	As	177	19.5	LTR/Pao	6.59026190082647	2.10244801174037	soloLTR	nippostrongylus_brasiliensis	-4.43186280258226
soloLTR_As:1156	169.561721393311	156.091142688218	soloLTR	rnd-4_family-793	N0.HOG0000016_OG0000008_n0	HC	As	347	9	LTR/Pao	488.650493928851	449.830382386795	soloLTR	nippostrongylus_brasiliensis	3.30930436722901
soloLTR_As:1164	5.58086777269088	7.09072709475964	soloLTR	rnd-1_family-371	no_RT	Other	As	193	15	LTR/Pao	28.9164133300045	36.7395186256976	soloLTR	nippostrongylus_brasiliensis	-0.304672110523832
soloLTR_As:1174	43.428885501916	62.0490399306411	soloLTR	rnd-1_family-491	N0.HOG0000016_OG0000008_n0	HC	As	186	20.1	LTR/Pao	233.488631730731	333.596988874415	soloLTR	nippostrongylus_brasiliensis	2.87802952722998
soloLTR_As:1178	12.7010191158594	12.2028015706337	soloLTR	rnd-1_family-673	N0.HOG0000125_OG0000111_n0	LC	As	253	7.1	LTR/Pao	50.2016565844245	48.2324172752318	soloLTR	nippostrongylus_brasiliensis	0.0879982814023981
soloLTR_As:1232	106.539842922854	239.483601200057	soloLTR	rnd-4_family-760	N0.HOG0000026_OG0000015_n0	C	As	268	10.1	LTR/Gypsy	397.536727324082	893.595526865886	soloLTR	nippostrongylus_brasiliensis	4.29954522453547
soloLTR_As:1290	12.9101027435402	13.5840960583546	soloLTR	rnd-1_family-673	N0.HOG0000125_OG0000111_n0	LC	As	273	10.8	LTR/Pao	47.2897536393415	49.7585936203464	soloLTR	nippostrongylus_brasiliensis	0.132940875241061
soloLTR_As:1406	49.9402694126043	40.2737613606761	soloLTR	rnd-5_family-3712	no_RT	Other	As	235	0.8	LTR/Gypsy	212.511784734486	171.377707917771	soloLTR	nippostrongylus_brasiliensis	1.91710272252529
soloLTR_As:1434	6.11029931456671	4.1832065655371	soloLTR	rnd-4_family-1484	N0.HOG0000027_OG0000016_n0	C	As	333	10.8	LTR/Pao	18.349247190891	12.5621818784898	soloLTR	nippostrongylus_brasiliensis	-1.85291777208037
soloLTR_As:1460	4.45136135891079	0.991979888084697	soloLTR	rnd-3_family-694	N0.HOG0000047_OG0000033_n0	C	As	327	9.8	LTR/Gypsy	13.6127258682287	3.03357763940274	soloLTR	nippostrongylus_brasiliensis	-3.90291269404133
soloLTR_As:1503	3.26920117840468	6.98595349726251	soloLTR	rnd-3_family-18	N0.HOG0000070_OG0000056_n0	C	As	115	15	LTR/Gypsy	28.4278363339538	60.7474217153262	soloLTR	nippostrongylus_brasiliensis	0.420818343752201
soloLTR_As:1518	63.7113420744676	73.9873946576962	soloLTR	rnd-1_family-371	no_RT	Other	As	367	9.9	LTR/Pao	173.60038712389	201.600530402442	soloLTR	nippostrongylus_brasiliensis	2.15142269500869
soloLTR_As:1554	3.28245351458816	1.38001501389178	soloLTR	rnd-4_family-504	no_RT	Other	As	166	21.4	LTR/Pao	19.7738163529407	8.31334345717937	soloLTR	nippostrongylus_brasiliensis	-2.44850411305434
soloLTR_As:1580	5.41194989753439	2.58127095791094	soloLTR	rnd-1_family-371	no_RT	Other	As	245	24	LTR/Pao	22.0895914185077	10.5357998282079	soloLTR	nippostrongylus_brasiliensis	-2.1067049934784
soloLTR_As:1588	485.234180358114	776.569481993589	soloLTR	rnd-4_family-379	N0.HOG0000016_OG0000008_n0	HC	As	1021	10.3	LTR/Pao	475.253849518231	760.596946124965	soloLTR	nippostrongylus_brasiliensis	4.06705540690746
soloLTR_As:1635	18.1625831456457	27.0547798078544	soloLTR	rnd-4_family-693452	N0.HOG0000027_OG0000016_n0	C	As	208	23.7	LTR/Pao	87.3201112771427	130.071056768531	soloLTR	nippostrongylus_brasiliensis	1.51922323176093
soloLTR_As:1636	37.416808070582	80.090981104246	soloLTR	rnd-4_family-693452	N0.HOG0000027_OG0000016_n0	C	As	420	23.3	LTR/Pao	89.0876382632904	190.692812152967	soloLTR	nippostrongylus_brasiliensis	2.07117372519217
soloLTR_As:1714	13.7524628476502	34.0611140624718	soloLTR	rnd-1_family-668	no_RT	Other	As	295	28.3	LTR/Gypsy	46.6185181276278	115.461403601599	soloLTR	nippostrongylus_brasiliensis	1.34733392912173
soloLTR_As:1832	15.1922426157895	16.8447388349447	soloLTR	rnd-1_family-673	N0.HOG0000125_OG0000111_n0	LC	As	262	16.6	LTR/Pao	57.9856588388912	64.2928963165828	soloLTR	nippostrongylus_brasiliensis	0.502654509461047
soloLTR_As:1922	9.52177373070309	13.8374364825113	soloLTR	rnd-1_family-661	N0.HOG0000016_OG0000008_n0	HC	As	218	14.1	LTR/Gypsy	43.6778611500142	63.4744792775747	soloLTR	nippostrongylus_brasiliensis	0.484171820164915
soloLTR_As:1962	1.62675829130416	1.63209468030477	soloLTR	rnd-4_family-72852	N0.HOG0000123_OG0000109_n0	LC	As	349	24.6	LTR/Pao	4.6611985424188	4.67648905531453	soloLTR	nippostrongylus_brasiliensis	-3.27850711814633
soloLTR_As:1974	1.88983013165422	1.6425574222359	soloLTR	rnd-5_family-2953	N0.HOG0000032_OG0000021_n0	C	As	218	19.3	LTR/Pao	8.66894555804687	7.53466707447661	soloLTR	nippostrongylus_brasiliensis	-2.59038916272565
soloLTR_As:1980	36.858573241031	42.870492873423	soloLTR	rnd-4_family-1646	N0.HOG0000047_OG0000033_n0	C	As	240	24.4	LTR/Gypsy	153.577388504296	178.627053639262	soloLTR	nippostrongylus_brasiliensis	1.9768738582872
soloLTR_As:1982	2.58264864546811	2.37614707942579	soloLTR	rnd-1_family-371	no_RT	Other	As	282	5	LTR/Pao	9.15832853002876	8.42605347314108	soloLTR	nippostrongylus_brasiliensis	-2.42907585776566
soloLTR_As:2070	58.5863377103082	88.9116402288188	soloLTR	rnd-1_family-514	N0.HOG0000010_OG0000006_n0	HC	As	478	22.1	LTR/Pao	122.565560063406	186.007615541462	soloLTR	nippostrongylus_brasiliensis	2.03528494999632
soloLTR_As:2076	7.79832579518331	6.17390066464517	soloLTR	rnd-1_family-426	no_RT	Other	As	151	11.4	LTR/Pao	51.6445416899557	40.8867593685111	soloLTR	nippostrongylus_brasiliensis	-0.150371113132193
soloLTR_As:2078	11.3633836492217	11.2835147749938	soloLTR	rnd-1_family-426	no_RT	Other	As	126	12.7	LTR/Pao	90.1855845176329	89.5517045634426	soloLTR	nippostrongylus_brasiliensis	0.980716058923829
soloLTR_As:2080	1.42382677087375	1.48184951655769	soloLTR	rnd-5_family-2953	N0.HOG0000032_OG0000021_n0	C	As	215	11.4	LTR/Pao	6.62245009708719	6.89232333282644	soloLTR	nippostrongylus_brasiliensis	-2.71894254638585
soloLTR_As:2086	3.32269259660845	5.76224022487319	soloLTR	rnd-1_family-597	N0.HOG0000016_OG0000008_n0	HC	As	151	12.4	LTR/Pao	22.0045867325063	38.1605312905509	soloLTR	nippostrongylus_brasiliensis	-0.249923576965036
soloLTR_As:2118	2.11208492502391	3.75578753114449	soloLTR	rnd-1_family-661	N0.HOG0000016_OG0000008_n0	HC	As	231	5.5	LTR/Gypsy	9.1432247836533	16.258820481145	soloLTR	nippostrongylus_brasiliensis	-1.48078223550978
soloLTR_As:2120	4.04264858321988	6.22107249581482	soloLTR	rnd-5_family-6222	N0.HOG0000010_OG0000006_n0	HC	As	247	18.9	LTR/Pao	16.3669983126311	25.1865283231369	soloLTR	nippostrongylus_brasiliensis	-0.849352557740196
soloLTR_As:2130	372.578219339002	409.805582806011	soloLTR	rnd-1_family-597	N0.HOG0000016_OG0000008_n0	HC	As	981	11.1	LTR/Pao	379.794311252805	417.742693991856	soloLTR	nippostrongylus_brasiliensis	3.2025378573433
soloLTR_As:2166	25.7488833425452	23.2851376436605	soloLTR	rnd-3_family-18	N0.HOG0000070_OG0000056_n0	C	As	260	19.3	LTR/Gypsy	99.034166702097	89.5582217063866	soloLTR	nippostrongylus_brasiliensis	0.980821047519448
soloLTR_As:2228	4.16094223812004	3.71966661888133	soloLTR	rnd-4_family-1646	N0.HOG0000047_OG0000033_n0	C	As	200	2	LTR/Gypsy	20.8047111906002	18.5983330944067	soloLTR	nippostrongylus_brasiliensis	-1.28683151113282
soloLTR_As:2248	7.45856778186378	6.89447585388718	soloLTR	rnd-3_family-18	N0.HOG0000070_OG0000056_n0	C	As	195	20.3	LTR/Gypsy	38.2490655480194	35.3562864301907	soloLTR	nippostrongylus_brasiliensis	-0.360038082005969
soloLTR_As:2274	241.348813154962	196.532847708799	soloLTR	rnd-1_family-426	no_RT	Other	As	154	8.4	LTR/Pao	1567.20008542183	1276.18732278441	soloLTR	nippostrongylus_brasiliensis	4.81369146334009
soloLTR_As:2354	13.3254651274547	16.8817695664065	soloLTR	rnd-5_family-3403	N0.HOG0000026_OG0000015_n0	C	As	317	5.7	LTR/Gypsy	42.0361675944943	53.2547935848786	soloLTR	nippostrongylus_brasiliensis	0.230906557048479
soloLTR_As:2396	4.24003288754577	7.26833910216398	soloLTR	rnd-1_family-673	N0.HOG0000125_OG0000111_n0	LC	As	250	15.7	LTR/Pao	16.9601315501831	29.0733564086559	soloLTR	nippostrongylus_brasiliensis	-0.64230719963501
soloLTR_As:2404	15.9491461871216	32.746941308213	soloLTR	rnd-1_family-673	N0.HOG0000125_OG0000111_n0	LC	As	273	9.4	LTR/Pao	58.4217809052073	119.95216596415	soloLTR	nippostrongylus_brasiliensis	1.40238246896167
soloLTR_As:2470	17.9589539898143	14.8037890860176	soloLTR	rnd-1_family-308	N0.HOG0000032_OG0000021_n0	C	As	211	5.2	LTR/Pao	85.1135260180772	70.1601378484246	soloLTR	nippostrongylus_brasiliensis	0.628646747956179
soloLTR_As:2478	58.7279532490569	38.6420536155345	soloLTR	rnd-4_family-1646	N0.HOG0000047_OG0000033_n0	C	As	538	2.6	LTR/Gypsy	109.159764403452	71.8253784675362	soloLTR	nippostrongylus_brasiliensis	0.662488855341093
soloLTR_As:2480	246.510343549263	178.440648695853	soloLTR	rnd-3_family-18	N0.HOG0000070_OG0000056_n0	C	As	267	14.4	LTR/Gypsy	923.259713667651	668.317036314058	soloLTR	nippostrongylus_brasiliensis	3.8804559114193
soloLTR_As:2484	227.571562034766	363.676128900826	soloLTR	rnd-4_family-504	no_RT	Other	As	136	20.8	LTR/Pao	1673.32030907916	2674.08918309431	soloLTR	nippostrongylus_brasiliensis	5.88089893669476
soloLTR_As:2486	146.225355112221	169.893760700264	soloLTR	rnd-1_family-607	N0.HOG0000032_OG0000021_n0	C	As	85	2.4	LTR/Pao	1720.2982954379	1998.75012588546	soloLTR	nippostrongylus_brasiliensis	5.46094947995335
soloLTR_As:2488	44.3876411210028	38.6558269651796	soloLTR	rnd-4_family-72852	N0.HOG0000123_OG0000109_n0	LC	As	402	1.5	LTR/Pao	110.417017713937	96.1587735452228	soloLTR	nippostrongylus_brasiliensis	1.08341366095612
soloLTR_As:2520	6.76455068247943	5.03055345881973	soloLTR	rnd-5_family-871	no_RT	Other	As	152	19.9	LTR/Pao	44.5036229110489	33.0957464396035	soloLTR	nippostrongylus_brasiliensis	-0.455359024754799
soloLTR_As:2570	1.66506126030388	2.34914455384881	soloLTR	rnd-1_family-673	N0.HOG0000125_OG0000111_n0	LC	As	269	8.7	LTR/Pao	6.18981881153859	8.73287938233759	soloLTR	nippostrongylus_brasiliensis	-2.37747551531943
soloLTR_As:2590	71.0052810792781	55.1232218857098	soloLTR	rnd-4_family-2928	no_RT	Other	As	248	15.8	LTR/Gypsy	286.311617255154	222.271055990765	soloLTR	nippostrongylus_brasiliensis	2.29224335417271
soloLTR_As:2594	475.549565945349	563.754750973801	soloLTR	rnd-3_family-18	N0.HOG0000070_OG0000056_n0	C	As	314	15.1	LTR/Gypsy	1514.48906352022	1795.39729609491	soloLTR	nippostrongylus_brasiliensis	5.30615448282109
soloLTR_As:2598	81.793296232696	65.0061014787214	soloLTR	rnd-5_family-2635	N0.HOG0000095_OG0000081_n0	LC	As	138	15.7	LTR/Pao	592.705045164463	471.058706367546	soloLTR	nippostrongylus_brasiliensis	3.37583012947985
soloLTR_As:2608	68.3168568983536	81.8572751776912	soloLTR	rnd-4_family-72852	N0.HOG0000123_OG0000109_n0	LC	As	397	10.9	LTR/Pao	172.082762968145	206.189610019373	soloLTR	nippostrongylus_brasiliensis	2.18389489702793
soloLTR_As:2650	95.8480274369095	162.532130191811	soloLTR	rnd-3_family-18	N0.HOG0000070_OG0000056_n0	C	As	264	19.7	LTR/Gypsy	363.060709988293	615.652008302313	soloLTR	nippostrongylus_brasiliensis	3.76203837154934
soloLTR_As:2658	4.43489508691014	8.84066678393021	soloLTR	rnd-4_family-1484	N0.HOG0000027_OG0000016_n0	C	As	327	11.9	LTR/Pao	13.5623702963613	27.0356782383187	soloLTR	nippostrongylus_brasiliensis	-0.747140284932917
soloLTR_As:2674	25.7109920392807	23.3036181617486	soloLTR	rnd-5_family-3403	N0.HOG0000026_OG0000015_n0	C	As	317	6.9	LTR/Gypsy	81.1072304078255	73.5129910465255	soloLTR	nippostrongylus_brasiliensis	0.695994387833831
soloLTR_As:2761	20.7574261926252	22.4475203586147	soloLTR	rnd-5_family-871	no_RT	Other	As	208	8.3	LTR/Pao	99.7953182337752	107.920770954878	soloLTR	nippostrongylus_brasiliensis	1.24989582012955
soloLTR_As:2793	3.28245351458816	5.98843945383362	soloLTR	rnd-4_family-504	no_RT	Other	As	146	17.8	LTR/Pao	22.482558319097	41.0167085879015	soloLTR	nippostrongylus_brasiliensis	-0.145793107917645
soloLTR_As:2797	2.61621443332947	2.13701634810691	soloLTR	rnd-4_family-504	no_RT	Other	As	174	18.2	LTR/Pao	15.0357151340774	12.2817031500397	soloLTR	nippostrongylus_brasiliensis	-1.88549419585395
soloLTR_As:2811	346.563443635307	436.90965241354	soloLTR	rnd-1_family-661	N0.HOG0000016_OG0000008_n0	HC	As	195	17.7	LTR/Gypsy	1777.24842889901	2240.56232006944	soloLTR	nippostrongylus_brasiliensis	5.62571221024052
soloLTR_As:2859	2.60495023118946	1.09782255609593	soloLTR	rnd-1_family-426	no_RT	Other	As	138	10.9	LTR/Pao	18.8764509506483	7.95523591373861	soloLTR	nippostrongylus_brasiliensis	-2.51202821474534
soloLTR_As:2935	26.0232320576262	32.1130787372444	soloLTR	rnd-1_family-673	N0.HOG0000125_OG0000111_n0	LC	As	263	16.9	LTR/Pao	98.9476504092252	122.102960978116	soloLTR	nippostrongylus_brasiliensis	1.42802144637988
soloLTR_As:2990	0.939760207328274	5.55789915333595	soloLTR	rnd-1_family-607	N0.HOG0000032_OG0000021_n0	C	As	158	17.8	LTR/Pao	5.94784941347009	35.1765769198478	soloLTR	nippostrongylus_brasiliensis	-0.367389735351287
soloLTR_As:2998	7.64261444950478	24.6025259832793	soloLTR	rnd-1_family-668	no_RT	Other	As	123	20.7	LTR/Gypsy	62.1350768252421	200.020536449425	soloLTR	nippostrongylus_brasiliensis	2.14007139206003
soloLTR_As:3015	13.3559084725843	7.61067517698295	soloLTR	rnd-5_family-1010	no_RT	Other	As	176	17.6	LTR/Gypsy	75.885843594229	43.242472596494	soloLTR	nippostrongylus_brasiliensis	-0.0695558159272522
soloLTR_As:3032	1.41703803149078	1.46294373771291	soloLTR	rnd-1_family-668	no_RT	Other	As	189	29.8	LTR/Gypsy	7.49755572217342	7.74044305668204	soloLTR	nippostrongylus_brasiliensis	-2.55151678185123
soloLTR_As:3038	2.09337913800619	1.77486934591089	soloLTR	rnd-4_family-72852	N0.HOG0000123_OG0000109_n0	LC	As	333	19.3	LTR/Pao	6.28642383785643	5.32993797570836	soloLTR	nippostrongylus_brasiliensis	-3.08981418478514
soloLTR_As:3040	9.24539645837486	11.7533467067065	soloLTR	rnd-1_family-426	no_RT	Other	As	154	1.9	LTR/Pao	60.0350419374991	76.3204331604319	soloLTR	nippostrongylus_brasiliensis	0.750064525063516
soloLTR_As:3042	14.592749755183	17.3005598729657	soloLTR	rnd-5_family-1010	no_RT	Other	As	169	16.2	LTR/Gypsy	86.3476316874736	102.370176763111	soloLTR	nippostrongylus_brasiliensis	1.17371874045683
soloLTR_As:3044	2.13106577129468	4.84208353867243	soloLTR	rnd-5_family-2953	N0.HOG0000032_OG0000021_n0	C	As	212	9.4	LTR/Pao	10.0521970344089	22.8400166918511	soloLTR	nippostrongylus_brasiliensis	-0.990441129345084
soloLTR_As:3050	1.64955747817468	0.621045462275748	soloLTR	rnd-1_family-607	N0.HOG0000032_OG0000021_n0	C	As	184	14.3	LTR/Pao	8.9649862944276	3.37524707758559	soloLTR	nippostrongylus_brasiliensis	-3.74893981391179
soloLTR_As:3105	3.30919874972189	5.43429239323953	soloLTR	rnd-1_family-371	no_RT	Other	As	148	2	LTR/Pao	22.3594510116344	36.7181918462131	soloLTR	nippostrongylus_brasiliensis	-0.305509818088287
soloLTR_As:3124	14.5938362075149	9.457168529803	soloLTR	rnd-4_family-7392	no_RT	Other	As	231	13.1	LTR/Gypsy	63.176780119112	40.9401235056407	soloLTR	nippostrongylus_brasiliensis	-0.148489379789589
soloLTR_As:3146	3.75310124635675	2.20500954229573	soloLTR	rnd-5_family-445	N0.HOG0000070_OG0000056_n0	C	As	207	14.5	LTR/Gypsy	18.1309238954432	10.6522200110905	soloLTR	nippostrongylus_brasiliensis	-2.09085070297993
soloLTR_As:3162	0.70285695840633	2.58495162172047	soloLTR	rnd-1_family-673	N0.HOG0000125_OG0000111_n0	LC	As	261	16.6	LTR/Pao	2.69293853795529	9.90402920199415	soloLTR	nippostrongylus_brasiliensis	-2.19591736093876
soloLTR_As:3208	6.62497597721518	6.24187134273219	soloLTR	rnd-1_family-607	N0.HOG0000032_OG0000021_n0	C	As	170	22.6	LTR/Pao	38.9704469247952	36.7168902513658	soloLTR	nippostrongylus_brasiliensis	-0.305560959977912
soloLTR_As:3246	2.56064580499186	8.34883035001402	soloLTR	rnd-1_family-607	N0.HOG0000032_OG0000021_n0	C	As	182	16.4	LTR/Pao	14.0694824450102	45.8726942308462	soloLTR	nippostrongylus_brasiliensis	0.0156308090074155
soloLTR_As:3424	1.17784369170397	2.36259305198248	soloLTR	rnd-1_family-661	N0.HOG0000016_OG0000008_n0	HC	As	224	6.2	LTR/Gypsy	5.25823076653557	10.547290410636	soloLTR	nippostrongylus_brasiliensis	-2.1051324149105
