Adult_IP	Secr_IP	LTR_type	family	HOG	cons	strand	length	dt	Adult_IP_rpkm	Secr_IP_rpkm	sim_LTR	length_centred
LTR_As:11191	386.849102882699	627.253636417929	LTR	rnd-4_family-356	no_RT	Other	As	2.84073323461181	1	9.12514693347712	9.82225352659168	LTR	-0.119202810376345
LTR_As:29681	177.235578356659	409.512165345267	LTR	rnd-5_family-3086	N0.HOG0000026_OG0000015_n0	C	As	2.65609820201283	1	8.61291754384915	9.8206019038884	LTR	-0.30383784297532
LTR_As:37331	573.777318765033	351.398417433703	LTR	rnd-5_family-3652	N0.HOG0000047_OG0000033_n0	C	As	2.60314437262018	0	10.4829742926415	9.77578206464491	LTR	-0.35679167236797
int_As:49462	294.150079248735	975.297329992204	int	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	3.05728564441821	1	8.01069797097364	9.73957666301402	int	0.0973495994300628
LTR_As:40180	89.9141212401115	845.600098356883	LTR	rnd-4_family-613	N0.HOG0000010_OG0000006_n0	HC	As	2.99869515831166	1	6.4967341507386	9.72837068138951	LTR	0.0387591133235041
int_As:49461	275.063043361214	1248.65506261525	int	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	3.17955179116519	1	7.50778933281563	9.68983943647625	int	0.219615746177036
soloLTR_As:64766	79.831560308322	321.284144343195	soloLTR	rnd-5_family-2061	no_RT	Other	As	2.60852603357719	1	7.62150232647794	9.62869289212678	soloLTR	-0.351410011410958
int_As:54751	105.009890289865	448.692252162298	int_fl	rnd-5_family-6178	N0.HOG0000095_OG0000081_n0	LC	As	2.77597433112937	1	7.46022577530505	9.55416512523487	int	-0.183961713858783
LTR_As:45078	67.004555563766	354.661557430011	LTR	rnd-4_family-2256	N0.HOG0000003_OG0000003_n0	C	As	2.67669360962487	1	7.14276857280768	9.54478756313699	LTR	-0.283242435363285
int_As:14848	1934.74970890126	3510.26459802954	int	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	3.6787004349983	1	8.66342630958744	9.52281899415208	int	0.718764390010152
int_As:59802	76.1796702748917	282.672394772037	int	rnd-5_family-865	N0.HOG0000003_OG0000003_n0	C	As	2.59549622182557	1	7.59733638341487	9.48733174007954	int	-0.364439823162578
soloLTR_As:48112	215.22637989649	689.907767547592	soloLTR	rnd-4_family-613	N0.HOG0000010_OG0000006_n0	HC	As	2.9982593384237	1	7.75629714981775	9.43629262899162	soloLTR	0.0383232934355471
int_As:26706	29.3605358600096	148.611542756364	int	rnd-4_family-356	no_RT	Other	As	2.33645973384853	1	7.08592578715587	9.42080025424054	int	-0.623476311139622
int_As:9069	259.818083611783	591.841947382788	int	rnd-4_family-946	N0.HOG0000010_OG0000006_n0	HC	As	2.93901977644867	1	8.22459569341289	9.41193215115617	int	-0.0209162685394855
int_As:9067	222.503141575495	532.865061632714	int	rnd-4_family-946	N0.HOG0000010_OG0000006_n0	HC	As	2.90145832139611	1	8.1258074660996	9.38529928605091	int	-0.0584777235920395
LTR_As:11831	587.528765586455	311.664255832883	LTR	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.67117284271508	0	10.2911501155902	9.37674414302508	LTR	-0.288763202273068
int_As:47712	25.7241433604488	213.361973781812	int	rnd-1_family-218	no_RT	Other	As	2.51851393987789	1	6.29123596415408	9.33743226030438	int	-0.441422105110264
LTR_As:9073	108.635976741629	297.327792801161	LTR	rnd-4_family-946	N0.HOG0000010_OG0000006_n0	HC	As	2.66275783168157	1	7.88524403809131	9.33678643828752	LTR	-0.297178213306577
int_As:65405	132.522328941697	278.327549931332	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	2.65224634100332	1	8.20660959993234	9.27647417018411	int	-0.307689703984829
soloLTR_As:29821	6.21523281502632	49.2855118722758	soloLTR	rnd-5_family-957	no_RT	Other	As	1.90848501887865	1	6.28939299728974	9.25253707405864	soloLTR	-1.0514510261095
int_As:18187	796.975289877824	2636.80185180376	int	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	3.64952956594782	1	7.4809175129773	9.20694823780467	int	0.689593520959667
soloLTR_As:3764	90.3154978649452	242.134842445894	soloLTR	rnd-1_family-819	N0.HOG0000010_OG0000006_n0	HC	As	2.61384182187607	1	7.78160584225784	9.20317123598053	soloLTR	-0.346094223112082
int_As:48382	60.9237316991517	129.886328296017	int	rnd-1_family-668	N0.HOG0000003_OG0000003_n0	C	As	2.3541084391474	1	8.07737480086214	9.1680433088796	int	-0.605827605840751
LTR_As:11285	73.149701087365	205.983894613497	LTR	rnd-5_family-3872	N0.HOG0000003_OG0000003_n0	C	As	2.55509444857832	1	7.67308801170404	9.16517175824379	LTR	-0.404841596409832
LTR_As:58608	46.8920881978268	272.378649238721	LTR	rnd-4_family-2256	N0.HOG0000003_OG0000003_n0	C	As	2.67760695272049	1	6.62592524470058	9.16107160015449	LTR	-0.282329092267659
int_As:19937	45.9391433739406	273.53031517117	int	rnd-5_family-458	N0.HOG0000026_OG0000015_n0	C	As	2.68663626926229	1	6.56638819064159	9.13716118384576	int	-0.273299775725858
soloLTR_As:37338	1192.63596645094	450.771802755447	soloLTR	rnd-5_family-1554	N0.HOG0000047_OG0000033_n0	C	As	2.90363251608424	0	10.5402086808489	9.13676293986981	soloLTR	-0.0563035289039142
int_As:59811	559.923009860205	1991.00688362408	int	rnd-1_family-218	no_RT	Other	As	3.54912592675811	1	7.30523660712194	9.13521225017016	int	0.589189881769959
LTR_As:63159	188.577349472905	546.391933115787	LTR	rnd-4_family-613	N0.HOG0000010_OG0000006_n0	HC	As	2.99078269180314	1	7.59054906009146	9.12472809562272	LTR	0.0308466468149859
LTR_As:25045	0.903016613030973	37.3031570465728	LTR	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	1.83250891270624	1	3.91107290927008	9.10419360094678	LTR	-1.12742713228192
int_As:27403	491.377678368969	858.341297978047	int	rnd-5_family-80	N0.HOG0000010_OG0000006_n0	HC	As	3.19395897801919	1	8.29672263541445	9.10129116713458	int	0.234022933031035
LTR_As:47341	231.223371461377	473.327597478356	LTR	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	2.94743372188705	1	8.02851287458806	9.06168203732105	LTR	-0.012502323101101
int_As:40021	39.9924337932144	66.9261330315665	int	rnd-5_family-101	N0.HOG0000009_OG0000005_n23	HC	As	2.10720996964787	1	8.29175939927116	9.0328675529445	int	-0.852726075340283
int_As:62826	337.345490150281	575.421345085631	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	3.05115252244738	1	8.22867075382474	8.99885042958448	int	0.0912164774592297
LTR_As:62960	23.7563822877036	122.029055085492	LTR_fl	rnd-4_family-1891	N0.HOG0000003_OG0000003_n0	C	As	2.38560627359831	1	6.61847497990894	8.97347170188536	LTR	-0.57432977138984
LTR_As:22702	223.913489664223	487.807660537315	LTR	rnd-3_family-2400	N0.HOG0000003_OG0000003_n0	C	As	2.987219229908	1	7.85002700641277	8.97297987561375	LTR	0.0272831849198529
LTR_As:19440	5.17581581411014	41.1749488086901	LTR	rnd-1_family-830	N0.HOG0000032_OG0000021_n0	C	As	1.91907809237607	1	5.99547750699833	8.9586414692052	LTR	-1.04085795261208
int_As:40183	1258.66618595909	4157.94550211182	int	rnd-4_family-613	N0.HOG0000010_OG0000006_n0	HC	As	3.92941892571429	1	7.21035433777751	8.93423358080954	int	0.969482880726141
int_As:64722	347.43020829524	133.408315364998	int	rnd-4_family-450	N0.HOG0000010_OG0000006_n0	HC	As	2.43933269383026	0	10.3035737229246	8.92349772421552	int	-0.520603351157889
soloLTR_As:34142	116.71788651566	190.832628034208	soloLTR	rnd-5_family-453	N0.HOG0000026_OG0000015_n0	C	As	2.60097289568675	1	8.19390278163899	8.90260982419509	soloLTR	-0.358963149301403
int_As:35552	2706.85917519051	4363.08022246705	int	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	3.96208508051736	1	8.20649026486487	8.89519315690862	int	1.00214903552921
LTR_As:25027	3.2222134299568	66.3598101552361	LTR	rnd-3_family-1455	N0.HOG0000032_OG0000021_n0	C	As	2.14612803567824	1	4.57720368702288	8.89134318119085	LTR	-0.813808009309914
int_As:26828	125.397927115977	278.835923052037	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	2.79169064902012	1	7.66373749445054	8.81588174839498	int	-0.168245395968034
int_As:25435	66.8826512987785	126.01206498752	int	rnd-5_family-3652	N0.HOG0000047_OG0000033_n0	C	As	2.45024910831936	1	7.89237773091568	8.80502441035645	int	-0.509686936668791
int_As:18190	286.165128345054	712.10371334717	int	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	3.21245396104028	1	7.45555166736137	8.77042953235195	int	0.252517916052124
int_As:25572	237.014753683795	376.515790680371	int	rnd-4_family-356	no_RT	Other	As	2.93701610746481	1	8.09879090297937	8.76625395802614	int	-0.0229199375233375
LTR_As:230	45.9519470875885	198.29500734724	LTR	rnd-4_family-2256	N0.HOG0000003_OG0000003_n0	C	As	2.65991620006985	1	6.65555279351335	8.76211081250394	LTR	-0.300019844918301
int_As:32844	230.251906969324	606.626464477082	int	rnd-4_family-2355	N0.HOG0000003_OG0000003_n0	C	As	3.15198239545747	1	7.34294586659182	8.74007501555285	int	0.192046350469322
LTR_As:48916	2.35163100785055	38.7828160848422	LTR	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	1.96378782734556	1	4.74745144539901	8.72402610393259	LTR	-0.996148217642596
LTR_As:30487	10.2616189851047	48.8812386981238	LTR	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	2.06445798922692	1	6.48376886674174	8.72254921615368	LTR	-0.895478055761233
int_As:43714	36.3629145016764	159.946165033518	int	rnd-5_family-2789	N0.HOG0000003_OG0000003_n0	C	As	2.58092497567562	1	6.5812884058829	8.71466140660059	int	-0.379011069312532
LTR_As:33851	8.09052990247736	133.876151967752	LTR	rnd-5_family-957	no_RT	Other	As	2.50514997831991	1	4.68128376014449	8.7099045986082	LTR	-0.454786066668246
LTR_As:42250	178.186777373652	396.227266052126	LTR	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	2.9804578922761	1	7.54313469619	8.69553833669089	LTR	0.0205218472879483
soloLTR_As:12679	224.42398478646	376.877227384276	soloLTR	rnd-1_family-819	N0.HOG0000010_OG0000006_n0	HC	As	2.95904139232109	1	7.94691538587202	8.6944714010068	soloLTR	-0.000894652667058349
soloLTR_As:13999	92.8396731900625	198.623096975035	soloLTR	rnd-4_family-2256	N0.HOG0000003_OG0000003_n0	C	As	2.68484536164441	1	7.58545330237298	8.6816817598004	soloLTR	-0.275090683343739
int_As:38604	402.926260665105	1042.89679074794	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	3.40585839931764	1	7.30656880780024	8.6783138946441	int	0.445922354329485
int_As:22150	8.9763406672074	121.469194522718	int	rnd-1_family-218	no_RT	Other	As	2.47275644931721	1	4.93679377852281	8.67733626851675	int	-0.487179595670939
LTR_As:11837	377.734895926353	197.083067069016	LTR	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.68394713075151	0	9.61159305070511	8.67344276167005	LTR	-0.27598891423664
LTR_As:14631	228.381991892942	115.058477245086	LTR	rnd-5_family-274	N0.HOG0000174_OG0000160_-	LC	As	2.45331834004704	0	9.65209970723445	8.66376430644623	LTR	-0.506617704941114
LTR_As:1698	17.6684264496346	69.50036104452	LTR	rnd-5_family-6915	N0.HOG0000009_OG0000005_n23	HC	As	2.2380461031288	1	6.68402506080596	8.65259464688711	LTR	-0.721889941859356
LTR_As:24366	131.589421021178	53.317839731419	LTR	rnd-4_family-450	N0.HOG0000010_OG0000006_n0	HC	As	2.12385164096709	0	9.95171605247602	8.65029104628022	LTR	-0.836084404021066
soloLTR_As:11827	439.666942134191	186.536673111185	soloLTR	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.67117284271508	0	9.87300075250431	8.6365834565456	soloLTR	-0.288763202273068
int_As:20647	76.526850733574	176.644962448461	int	rnd-5_family-2920	N0.HOG0000047_OG0000033_n0	C	As	2.65896484266444	1	7.39304796819498	8.59858255818365	int	-0.300971202323717
int_As:4982	60.8466373132784	229.580378298393	int	rnd-5_family-453	N0.HOG0000026_OG0000015_n0	C	As	2.77742682238931	1	6.66931656638827	8.58298134426761	int	-0.18250922259884
int_As:14632	5494.35222092493	2704.96917694303	int	rnd-5_family-274	N0.HOG0000174_OG0000160_-	LC	As	3.85363738195859	0	9.58804284239651	8.56573808755346	int	0.893701336970443
int_As:27402	808.572319091893	1891.58200239621	int	rnd-5_family-80	N0.HOG0000010_OG0000006_n0	HC	As	3.69897000433602	1	7.33751863720612	8.56354067892468	int	0.739033959347867
LTR_As:21551	3.94273456047575	33.2044145242417	LTR_fl	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	1.95424250943932	1	5.49666647425848	8.53244193027617	LTR	-1.00569353554883
LTR_As:21345	184.039375671438	312.989312412993	LTR	rnd-5_family-1554	N0.HOG0000047_OG0000033_n0	C	As	2.92839585225671	1	7.76267428828953	8.52838605252391	LTR	-0.031540192731438
int_As:60066	267.992004432093	648.420692774781	int	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	3.24501887073775	1	7.2527565587509	8.52711788475553	int	0.285082825749601
int_As:11412	500.705754217943	1597.43954583958	int	rnd-5_family-2789	N0.HOG0000003_OG0000003_n0	C	As	3.64117654661311	1	6.8382221896806	8.51171125024134	int	0.681240501624962
LTR_As:8693	1.4285122395431	35.2372607753077	LTR	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	1.98677173426624	1	3.99698097933012	8.50980533838682	LTR	-0.973164310721907
LTR_As:14635	134.986897157065	70.4280347081944	LTR	rnd-5_family-274	N0.HOG0000174_OG0000160_-	LC	As	2.29666519026153	0	9.41438486691071	8.47696116242083	LTR	-0.663270854726621
soloLTR_As:14527	68.3149890823798	163.907241549268	soloLTR	rnd-5_family-3652	N0.HOG0000047_OG0000033_n0	C	As	2.66464197555613	1	7.21069610690309	8.4718268692855	soloLTR	-0.295294069432026
int_As:38603	16.3482167439495	67.6288022765799	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	2.28103336724773	1	6.42998882095939	8.47047967186837	int	-0.678902677740424
int_As:14089	416.909550036937	814.650881258945	int	rnd-1_family-819	N0.HOG0000010_OG0000006_n0	HC	As	3.36342393291718	1	7.4967372624817	8.46298210015373	int	0.403487887929025
int_As:2014	492.094436299741	279.887942025555	int	rnd-5_family-3633	no_RT	Other	As	2.8998205024271	0	9.27593187296409	8.4621127626056	int	-0.0601155425610553
LTR_As:49360	46.3507304846639	153.695393769214	LTR	rnd-4_family-230-2	N0.HOG0000009_OG0000005_n23	HC	As	2.64246452024212	1	6.72595393734763	8.45276263533215	LTR	-0.31747152474603
LTR_As:50453	48.5537492297161	132.457556069645	LTR	rnd-5_family-4164	N0.HOG0000016_OG0000008_n0	HC	As	2.57863920996807	1	7.00479879819865	8.45042292230485	LTR	-0.38129683502008
LTR_As:9071	46.1269778290524	92.3411312976897	LTR	rnd-4_family-946	N0.HOG0000010_OG0000006_n0	HC	As	2.42324587393681	1	7.44722124415573	8.4467102036241	LTR	-0.536690171051344
int_As:19441	51.6504085317196	184.258339522418	int	rnd-1_family-937	N0.HOG0000032_OG0000021_n0	C	As	2.72591163229505	1	6.60455492423116	8.43702700949225	int	-0.234024412693103
soloLTR_As:56511	453.327348553053	260.855631386701	soloLTR	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.87794695162919	0	9.23024231049444	8.43322225845097	soloLTR	-0.0819890933589633
int_As:52710	29.5540794671625	174.186303766615	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	2.70842090013471	1	5.859737660556	8.41408545111233	int	-0.251515144853439
int_As:24362	464.981000934171	247.693345255906	int	rnd-5_family-246	N0.HOG0000003_OG0000003_n0	C	As	2.86272752831797	0	9.3174091527554	8.40911890890684	int	-0.097208516670177
int_As:20148	218.387208426958	377.213672321245	int	rnd-5_family-6215	N0.HOG0000009_OG0000005_n23	HC	As	3.04649516433471	1	7.61708297971365	8.40524308549577	int	0.0865591193465565
soloLTR_As:25570	21.852293969583	64.3812800476807	soloLTR	rnd-5_family-957	no_RT	Other	As	2.28103336724773	1	6.84596454717488	8.3996102906547	soloLTR	-0.678902677740424
int_As:58441	740.008753198736	408.616600552151	int	rnd-1_family-819	N0.HOG0000010_OG0000006_n0	HC	As	3.08350261983027	0	9.25424238847669	8.39763760162436	int	0.123566574842116
int_As:60974	1275.61202118672	2744.16000128782	int	rnd-4_family-946	N0.HOG0000010_OG0000006_n0	HC	As	3.91423734776774	1	7.2800785060758	8.38518089284034	int	0.954301302779589
int_As:58620	56.2079709982338	100.807023497894	int	rnd-1_family-943	no_RT	Other	As	2.48855071650044	1	7.5147759665995	8.35616617147794	int	-0.471385328487707
int_As:1373	644.34157053859	1416.66776119613	int	rnd-5_family-9494	N0.HOG0000009_OG0000005_n23	HC	As	3.63588568528127	1	7.21958362933835	8.35604105955957	int	0.675949640293121
int_As:25542	68.5747547514731	219.498725509782	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	2.82672252016899	1	6.6777426088719	8.35447221981906	int	-0.13321352481916
LTR_As:18184	180.804573210591	314.240479188319	LTR	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	2.98317507203781	1	7.55513518861453	8.35216677120678	LTR	0.0232390270496614
LTR_As:11185	213.112949116935	113.564948015651	LTR	rnd-5_family-4970	N0.HOG0000010_OG0000006_n0	HC	As	2.54157924394658	0	9.25912682007223	8.35173759291579	LTR	-0.418356801041571
int_As:40600	322.569042939929	663.606554176422	int	rnd-4_family-1891	N0.HOG0000003_OG0000003_n0	C	As	3.31154195840119	1	7.2990803454802	8.33952485633373	int	0.351605913413043
LTR_As:63747	7.87394540861623	111.491594456311	LTR	rnd-5_family-957	no_RT	Other	As	2.54157924394658	1	4.52172771415222	8.32518291896964	LTR	-0.418356801041571
int_As:18185	669.07474605887	1325.93006423523	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	3.61762929775784	1	7.33456182176472	8.32119906265985	int	0.65769325276969
int_As:22481	1680.90598956974	2883.33816345596	int	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	3.95607233699518	1	7.53912240360034	8.31758046927714	int	0.996136292007031
soloLTR_As:418	126.165427123904	63.5526959520845	soloLTR	rnd-5_family-7032	no_RT	Other	As	2.31175386105575	0	9.26684769056996	8.27890790522633	soloLTR	-0.648182183932398
int_As:18432	45.4607667209074	138.448890820771	int	rnd-3_family-1455	N0.HOG0000032_OG0000021_n0	C	As	2.65224634100332	1	6.66556386846256	8.26967181865116	int	-0.307689703984829
LTR_As:42243	139.700010140509	293.881883253547	LTR	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	2.9804578922761	1	7.19234446548248	8.26459866374332	LTR	0.0205218472879483
int_As:23970	532.034871388677	1455.1380206794	int	rnd-5_family-924	N0.HOG0000010_OG0000006_n0	HC	As	3.68169339200456	1	6.79116555726931	8.24252247841512	int	0.721757347016412
LTR_As:21282	55.9946290091437	298.698691510043	LTR	rnd-4_family-613	N0.HOG0000010_OG0000006_n0	HC	As	2.99782308074573	1	5.81753619127905	8.23035773273777	LTR	0.0378870357575738
LTR_As:17333	91.9091036546313	279.175460313586	LTR	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	2.9795483747041	1	6.59195575348965	8.19358687798957	LTR	0.0196123297159434
int_As:47715	7.26792744318233	68.6275755122933	int	rnd-1_family-218	no_RT	Other	As	2.37106786227174	1	4.97444385529284	8.19250333187969	int	-0.588868182716416
int_As:31330	431.579029959063	941.115966258095	int	rnd-4_family-1271	N0.HOG0000009_OG0000005_n23	HC	As	3.5081255360832	1	7.06592521195465	8.19045578965587	int	0.548189491095048
LTR_As:36162	2.82565813324371	27.9062947125349	LTR	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	1.98227123303957	1	4.93909804356871	8.18954004395832	LTR	-0.977664811948583
soloLTR_As:20649	31.1655045240087	77.5284773439607	soloLTR	rnd-5_family-2061	no_RT	Other	As	2.42488163663107	1	6.87792898834679	8.1893886614591	soloLTR	-0.535054408357085
int_As:12360	375.363827580231	193.96604417726	int_fl	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	2.8234742291703	0	9.13901252774446	8.18695773426081	int	-0.136461815817851
LTR_As:3688	17.7051621906244	39.4795292090741	LTR	rnd-5_family-6654	N0.HOG0000003_OG0000003_n0	C	As	2.13353890837022	1	7.03418603908445	8.18573864657301	LTR	-0.826397136617934
int_As:35657	1127.13600723451	3670.90475689336	int_fl	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	4.10438467128788	1	6.46991266066161	8.17328031353595	int	1.14444862629973
int_As:27506	25.3292934384914	71.5441826391057	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	2.39794000867204	1	6.66955268374561	8.16318348981747	int	-0.561996036316114
int_As:4980	760.142996385133	1698.91309005482	int	rnd-5_family-453	N0.HOG0000026_OG0000015_n0	C	As	3.77800646142351	1	6.98587287162868	8.14601636407465	int	0.818070416435356
LTR_As:13776	43.2349227138165	116.625641777819	LTR	rnd-5_family-458	N0.HOG0000026_OG0000015_n0	C	As	2.6232492903979	1	6.68966065192262	8.11876401589591	LTR	-0.336686754590251
LTR_As:324	23.5269464149586	41.837180134357	LTR	rnd-5_family-8986	N0.HOG0000003_OG0000003_n0	C	As	2.17897694729317	1	7.29095462833241	8.11822556672435	LTR	-0.780959097694983
int_As:53141	51.2123081121244	625.30410529553	int	rnd-1_family-943	no_RT	Other	As	3.35256838617931	1	4.51058685417027	8.11748386290873	int	0.392632341191157
int_As:56160	223.051523138749	455.666114915639	int	rnd-4_family-2256	N0.HOG0000003_OG0000003_n0	C	As	3.21984638602436	1	7.0716948726818	8.10189889393641	int	0.259910341036209
LTR_As:19445	8.51338297408196	61.9615445742937	LTR	rnd-1_family-830	N0.HOG0000032_OG0000021_n0	C	As	2.35793484700045	1	5.2427506681587	8.08898584482116	LTR	-0.602001197987698
LTR_As:33846	0.663395530701662	26.3986473378243	LTR	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	1.99122607569249	1	2.99976398063152	8.08002013394981	LTR	-0.968709969295657
LTR_As:41262	43.5755886833698	194.3453078688	LTR	rnd-5_family-5512	N0.HOG0000003_OG0000003_n0	C	As	2.85672889038288	1	5.9253535944255	8.07930500414735	LTR	-0.103207154605269
int_As:60069	113.206297702381	242.853868781172	int	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	2.95904139232109	1	6.96039953242799	8.0607186620491	int	-0.000894652667058349
LTR_As:34418	11.5875153894297	94.6109865668197	LTR	rnd-5_family-957	no_RT	Other	As	2.55266821611219	1	5.03535642439567	8.05176917646375	LTR	-0.407267828875959
int_As:54859	27.6000145442894	113.52155681971	int	rnd-5_family-4332	N0.HOG0000086_OG0000072_n0	C	As	2.63447727016073	1	6.00710218045429	8.04258747244118	int	-0.32545877482742
int_As:63592	17.1403387531344	130.469688014158	int	rnd-5_family-1801	N0.HOG0000086_OG0000072_n0	C	As	2.69635638873333	1	5.11807163891813	8.03757858493337	int	-0.263579656254819
