adult_polyP	IP_polyP	LTR_type	family	HOG	cons	strand	length	div	sFam	rpkm_adult_polyP	rpkm_IP_polyP	LTR_type2	species	log2RPKM_centered
soloLTR_As:295	0.564551907105851	0.872069978769488	soloLTR	rnd-1_family-624	N0.HOG0000016_OG0000008_n0	HC	As	182	23.1	LTR/Pao	3.10193355552666	4.79159328994224	soloLTR	teladorsagia_circumcincta	-1.77255055785375
soloLTR_As:309	40.4760349342513	22.8843344330145	soloLTR	rnd-5_family-19335-2	N0.HOG0000016_OG0000008_n0	HC	As	576	3.1	LTR/Pao	70.2708939830751	39.7297472795391	soloLTR	teladorsagia_circumcincta	1.27909169603944
soloLTR_As:321	1.5507800883706	1.97760669483656	soloLTR	rnd-1_family-390	N0.HOG0000010_OG0000006_n0	HC	As	287	23.2	LTR/Pao	5.40341494205783	6.89061566145142	soloLTR	teladorsagia_circumcincta	-1.24842312499906
soloLTR_As:341	4.65398245021555	6.63562860888823	soloLTR	rnd-5_family-1507	N0.HOG0000010_OG0000006_n0	HC	As	883	2.3	LTR/Pao	5.27064830148987	7.51486818673638	soloLTR	teladorsagia_circumcincta	-1.12330821631944
soloLTR_As:353	6.06547796333643	8.82962556436053	soloLTR	rnd-4_family-395	N0.HOG0000010_OG0000006_n0	HC	As	623	22.3	LTR/Pao	9.73591968432813	14.1727537148644	soloLTR	teladorsagia_circumcincta	-0.208007824521844
soloLTR_As:355	3.24594143752083	3.8613380595511	soloLTR	rnd-5_family-812	N0.HOG0000016_OG0000008_n0	HC	As	286	11.3	LTR/Pao	11.3494455857372	13.5011820264025	soloLTR	teladorsagia_circumcincta	-0.278042199915673
soloLTR_As:373	4.94299884815103	4.27315141949122	soloLTR	rnd-4_family-200	N0.HOG0000070_OG0000056_n0	C	As	248	2.8	LTR/Gypsy	19.9314469683509	17.230449272142	soloLTR	teladorsagia_circumcincta	0.0738323988872081
soloLTR_As:407	14.81218683336	21.1370711563276	soloLTR	rnd-4_family-4479	no_RT	Other	As	923	3	LTR/Pao	16.047873058895	22.9004021195315	soloLTR	teladorsagia_circumcincta	0.484245011093838
soloLTR_As:459	2.81945248044388	2.58870213975143	soloLTR	rnd-4_family-1343	N0.HOG0000010_OG0000006_n0	HC	As	782	22.1	LTR/Pao	3.60543795453181	3.31036079252101	soloLTR	teladorsagia_circumcincta	-2.30606755201579
soloLTR_As:465	4.93705032431233	12.2673080855676	soloLTR	rnd-1_family-390	N0.HOG0000010_OG0000006_n0	HC	As	743	26.6	LTR/Pao	6.64475144591162	16.5105088634827	soloLTR	teladorsagia_circumcincta	0.0122566651870084
soloLTR_As:475	282.186556805009	356.668689926751	soloLTR	rnd-3_family-702	N0.HOG0000010_OG0000006_n0	HC	As	1031	12.1	LTR/Pao	273.701800974791	345.94441312003	soloLTR	teladorsagia_circumcincta	4.40134041646576
soloLTR_As:485	35.2454267518992	54.5739806252037	soloLTR	rnd-3_family-702	N0.HOG0000010_OG0000006_n0	HC	As	1009	6.3	LTR/Pao	34.9310473259655	54.0871958624417	soloLTR	teladorsagia_circumcincta	1.7241591828062
soloLTR_As:499	4.79160877817791	14.2079674069698	soloLTR	rnd-1_family-390	N0.HOG0000010_OG0000006_n0	HC	As	839	6.5	LTR/Pao	5.71109508722039	16.9344069212989	soloLTR	teladorsagia_circumcincta	0.0488295410397042
soloLTR_As:501	15.9327785795163	9.11046727082739	soloLTR	rnd-5_family-2571	N0.HOG0000003_OG0000003_n0	C	As	311	12.2	LTR/Gypsy	51.2307992910494	29.2941069801524	soloLTR	teladorsagia_circumcincta	0.839482550150437
soloLTR_As:529	19.1692532658179	20.6733135200917	soloLTR	rnd-1_family-390	N0.HOG0000010_OG0000006_n0	HC	As	788	19.4	LTR/Pao	24.326463535302	26.2351694417407	soloLTR	teladorsagia_circumcincta	0.680374187311791
soloLTR_As:531	6.62051946859564	8.49618996772359	soloLTR	rnd-5_family-1507	N0.HOG0000010_OG0000006_n0	HC	As	882	12.3	LTR/Pao	7.50625790090208	9.63286844413105	soloLTR	teladorsagia_circumcincta	-0.76509055227126
soloLTR_As:555	44.305952419137	37.7712542529318	soloLTR	rnd-5_family-8115	N0.HOG0000016_OG0000008_n0	HC	As	440	1.6	LTR/Pao	100.69534640713	85.8437596657541	soloLTR	teladorsagia_circumcincta	2.39058534218235
soloLTR_As:563	5.22324039727652	11.0128198515043	soloLTR	rnd-5_family-11213	no_RT	Other	As	353	19.7	LTR/Gypsy	14.7967150064491	31.1977899476043	soloLTR	teladorsagia_circumcincta	0.93031591169704
soloLTR_As:577	80.9358487901075	76.157564592028	soloLTR	rnd-4_family-16	no_RT	Other	As	235	12.4	LTR/Pao	344.407867191947	324.0747429448	soloLTR	teladorsagia_circumcincta	4.3071267617455
soloLTR_As:589	17.5010332812605	10.9440860672975	soloLTR	rnd-4_family-2177	N0.HOG0000027_OG0000016_n0	C	As	364	16.9	LTR/Pao	48.0797617617047	30.0661705145534	soloLTR	teladorsagia_circumcincta	0.877013205144972
soloLTR_As:591	0	0.0273970664536826	soloLTR	rnd-5_family-2847	N0.HOG0000027_OG0000016_n0	C	As	270	0.7	LTR/Pao	0	0.101470616495121	soloLTR	teladorsagia_circumcincta	-7.33392209290193
soloLTR_As:607	13.6612137376908	25.2119537518732	soloLTR	rnd-5_family-2302	no_RT	Other	As	281	17.3	LTR/Gypsy	48.6164189953409	89.7222553447443	soloLTR	teladorsagia_circumcincta	2.45433796539817
soloLTR_As:609	21.155374943739	24.5999379447496	soloLTR	rnd-1_family-616	N0.HOG0000003_OG0000003_n0	C	As	417	14.8	LTR/Gypsy	50.7323140137627	58.9926569418455	soloLTR	teladorsagia_circumcincta	1.84940746702709
soloLTR_As:611	161.71123217479	136.211298584575	soloLTR	rnd-4_family-2177	N0.HOG0000027_OG0000016_n0	C	As	657	16.9	LTR/Pao	246.135817617641	207.323133309855	soloLTR	teladorsagia_circumcincta	3.6626812771341
soloLTR_As:617	16.9447143768666	11.8062306713756	soloLTR	rnd-5_family-4643	N0.HOG0000032_OG0000021_n0	C	As	252	6.8	LTR/Pao	67.2409300669309	46.8501217118079	soloLTR	teladorsagia_circumcincta	1.51692487541362
soloLTR_As:625	53.4830879250633	28.7395162828106	soloLTR	rnd-5_family-19335-2	N0.HOG0000016_OG0000008_n0	HC	As	539	23.1	LTR/Pao	99.2265082097649	53.3200673150475	soloLTR	teladorsagia_circumcincta	1.70355068133956
soloLTR_As:653	25.2396461621974	31.3893471789912	soloLTR	rnd-5_family-19335-2	N0.HOG0000016_OG0000008_n0	HC	As	583	11.9	LTR/Pao	43.2927035372168	53.8410757787157	soloLTR	teladorsagia_circumcincta	1.71757931574539
soloLTR_As:655	57.6760528926601	50.2103644172937	soloLTR	rnd-4_family-4129	N0.HOG0000016_OG0000008_n0	HC	As	310	17.9	LTR/Pao	186.05178352471	161.968917475141	soloLTR	teladorsagia_circumcincta	3.30651715478901
soloLTR_As:657	62.1875809082379	67.5364509201898	soloLTR	rnd-4_family-1343	N0.HOG0000010_OG0000006_n0	HC	As	757	10.5	LTR/Pao	82.1500408299048	89.2159193133287	soloLTR	teladorsagia_circumcincta	2.44617324110014
soloLTR_As:659	15.5042258054291	9.83500068819705	soloLTR	rnd-4_family-2177	N0.HOG0000027_OG0000016_n0	C	As	587	16.9	LTR/Pao	26.4126504351433	16.7546860105572	soloLTR	teladorsagia_circumcincta	0.0334367296706644
soloLTR_As:699	18.1990881217088	24.4627521848634	soloLTR	rnd-5_family-1631	no_RT	Other	As	655	3.7	LTR/Pao	27.7848673613875	37.3477132593335	soloLTR	teladorsagia_circumcincta	1.18989199136259
soloLTR_As:727	8.60441806013217	5.48386048185306	soloLTR	rnd-4_family-4129	N0.HOG0000016_OG0000008_n0	HC	As	295	16.9	LTR/Pao	29.1675188479057	18.5893575656036	soloLTR	teladorsagia_circumcincta	0.183348992200018
soloLTR_As:739	24.2515038473871	19.9550779189341	soloLTR	rnd-1_family-539	N0.HOG0000016_OG0000008_n0	HC	As	283	7.1	LTR/Pao	85.69435988476	70.5126428230888	soloLTR	teladorsagia_circumcincta	2.10675403355703
soloLTR_As:741	155.544641025393	145.972964764173	soloLTR	rnd-4_family-395	N0.HOG0000010_OG0000006_n0	HC	As	615	9.4	LTR/Pao	252.918115488444	237.354414250688	soloLTR	teladorsagia_circumcincta	3.85784305529175
soloLTR_As:747	40.9150324465117	39.287188379281	soloLTR	rnd-4_family-990	N0.HOG0000010_OG0000006_n0	HC	As	978	21.7	LTR/Pao	41.8354114995007	40.1709492630685	soloLTR	teladorsagia_circumcincta	1.29502463306596
soloLTR_As:749	12.2688356566705	8.96841819989744	soloLTR	rnd-4_family-16	no_RT	Other	As	215	12.5	LTR/Pao	57.0643518914905	41.7135730227788	soloLTR	teladorsagia_circumcincta	1.34938897272883
soloLTR_As:751	2.53943615199751	4.08230842240351	soloLTR	rnd-4_family-990	N0.HOG0000010_OG0000006_n0	HC	As	214	14.8	LTR/Pao	11.8665240747547	19.0762075813248	soloLTR	teladorsagia_circumcincta	0.220646466437193
soloLTR_As:753	60.9482848461011	48.43744503767	soloLTR	rnd-5_family-19335-2	N0.HOG0000016_OG0000008_n0	HC	As	475	15.1	LTR/Pao	128.312178623371	101.973568500358	soloLTR	teladorsagia_circumcincta	2.63899542923276
soloLTR_As:761	3.10672707280184	3.13090856706111	soloLTR	rnd-5_family-6079	N0.HOG0000009_OG0000005_n23	HC	As	274	2.2	LTR/Gypsy	11.3384199737293	11.4266736024128	soloLTR	teladorsagia_circumcincta	-0.51872243603485
soloLTR_As:845	37.902090281773	38.5487010928969	soloLTR	rnd-5_family-19335-2	N0.HOG0000016_OG0000008_n0	HC	As	534	21.8	LTR/Pao	70.9776971568783	72.1885788256497	soloLTR	teladorsagia_circumcincta	2.14064268155246
soloLTR_As:847	1.55032264617271	2.32090469453443	soloLTR	rnd-5_family-6079	N0.HOG0000009_OG0000005_n23	HC	As	269	22.7	LTR/Gypsy	5.76328121253794	8.62789849269305	soloLTR	teladorsagia_circumcincta	-0.924046812059243
soloLTR_As:867	78.840965377622	55.5181404944526	soloLTR	rnd-4_family-809	N0.HOG0000016_OG0000008_n0	HC	As	648	5	LTR/Pao	121.668156446948	85.6761427383528	soloLTR	teladorsagia_circumcincta	2.38776560892082
soloLTR_As:881	31.5982374749627	38.7000942761334	soloLTR	rnd-4_family-395	N0.HOG0000010_OG0000006_n0	HC	As	632	21.7	LTR/Pao	49.9972111945612	61.234326386287	soloLTR	teladorsagia_circumcincta	1.9032126969155
soloLTR_As:893	8.75127822269077	11.445394048045	soloLTR	rnd-4_family-395	N0.HOG0000010_OG0000006_n0	HC	As	296	18	LTR/Pao	29.5651291307121	38.6668717839358	soloLTR	teladorsagia_circumcincta	1.23997013219595
soloLTR_As:899	353.515760739024	387.356143569479	soloLTR	rnd-4_family-395	N0.HOG0000010_OG0000006_n0	HC	As	292	17.8	LTR/Pao	1210.67041348981	1326.56213551191	soloLTR	teladorsagia_circumcincta	6.34042052159416
soloLTR_As:905	12.2688356566705	11.1695947113732	soloLTR	rnd-1_family-489	N0.HOG0000010_OG0000006_n0	HC	As	950	16.8	LTR/Pao	12.9145638491268	11.7574681172349	soloLTR	teladorsagia_circumcincta	-0.477550500409067
soloLTR_As:1027	0.986819174137955	1.39551944636038	soloLTR	rnd-1_family-390	N0.HOG0000010_OG0000006_n0	HC	As	844	13.4	LTR/Pao	1.16921703096914	1.65345905966869	soloLTR	teladorsagia_circumcincta	-3.30756869109235
soloLTR_As:1033	1.97680207579473	1.48441704541938	soloLTR	rnd-5_family-4203	N0.HOG0000003_OG0000003_n0	C	As	390	6	LTR/Gypsy	5.06872327126854	3.80619755235738	soloLTR	teladorsagia_circumcincta	-2.10470557185148
soloLTR_As:1035	1.26957447993729	2.39994592296939	soloLTR	rnd-5_family-4203	N0.HOG0000003_OG0000003_n0	C	As	391	6.7	LTR/Gypsy	3.24699355482682	6.13796911245367	soloLTR	teladorsagia_circumcincta	-1.41529462945772
soloLTR_As:1039	2.67948038328093	1.85330859078838	soloLTR	rnd-5_family-2900	N0.HOG0000027_OG0000016_n0	C	As	314	9.3	LTR/Pao	8.53337701681824	5.90225665856173	soloLTR	teladorsagia_circumcincta	-1.47178935787021
soloLTR_As:1053	0.705561894998572	0.626483952669668	soloLTR	rnd-5_family-7799	no_RT	Other	As	705	20.1	LTR/Gypsy	1.00079701418237	0.88862972009882	soloLTR	teladorsagia_circumcincta	-4.20340171733198
soloLTR_As:1081	1.12798253773195	1.26432868937747	soloLTR	rnd-5_family-6079	N0.HOG0000009_OG0000005_n23	HC	As	272	22.6	LTR/Gypsy	4.14699462401451	4.64826724035833	soloLTR	teladorsagia_circumcincta	-1.81636300011053
soloLTR_As:1083	4.65686207517331	5.42613723600271	soloLTR	rnd-1_family-489	N0.HOG0000010_OG0000006_n0	HC	As	974	27.2	LTR/Pao	4.78117256177958	5.57098278850381	soloLTR	teladorsagia_circumcincta	-1.5551241565274
soloLTR_As:1113	5.50336172970254	32.4000202826983	soloLTR	rnd-5_family-7475	no_RT	Other	As	275	8	LTR/Pao	20.0122244716456	117.818255573448	soloLTR	teladorsagia_circumcincta	2.84736327205069
soloLTR_As:1125	10.9959743078267	8.15442587843202	soloLTR	rnd-5_family-2825	N0.HOG0000009_OG0000005_n23	HC	As	200	11.5	LTR/Gypsy	54.9798715391336	40.7721293921601	soloLTR	teladorsagia_circumcincta	1.31645538548885
soloLTR_As:1133	16.372462059835	17.8984533109011	soloLTR	rnd-1_family-390	N0.HOG0000010_OG0000006_n0	HC	As	757	22.1	LTR/Pao	21.6280872653039	23.6439277554836	soloLTR	teladorsagia_circumcincta	0.530341797073905
soloLTR_As:1241	11.7061092136021	5.60205266964227	soloLTR	rnd-5_family-1864	N0.HOG0000027_OG0000016_n0	C	As	456	2.4	LTR/Pao	25.6712921350922	12.2852032228997	soloLTR	teladorsagia_circumcincta	-0.414206197365108
soloLTR_As:1265	1.97459878933199	4.40975291053285	soloLTR	rnd-5_family-18610	N0.HOG0000010_OG0000006_n0	HC	As	421	6.2	LTR/Pao	4.69025840696434	10.4744724715745	soloLTR	teladorsagia_circumcincta	-0.644250333499233
soloLTR_As:1292	0.423049732503179	3.92491103509674	soloLTR	rnd-5_family-5438	N0.HOG0000010_OG0000006_n0	HC	As	174	15.6	LTR/Pao	2.43132030174241	22.5569599718203	soloLTR	teladorsagia_circumcincta	0.462444726670867
soloLTR_As:1293	62.3607478126067	68.7654749066021	soloLTR	rnd-5_family-5438	N0.HOG0000010_OG0000006_n0	HC	As	507	9.5	LTR/Pao	122.999502588968	135.632100407499	soloLTR	teladorsagia_circumcincta	3.0504988397706
soloLTR_As:1325	2.82015974540356	9.45209125760311	soloLTR	rnd-1_family-390	N0.HOG0000010_OG0000006_n0	HC	As	837	14	LTR/Pao	3.36936648196363	11.2928210963	soloLTR	teladorsagia_circumcincta	-0.535721984982214
soloLTR_As:1347	8.74095392324471	18.0819332646734	soloLTR	rnd-1_family-390	N0.HOG0000010_OG0000006_n0	HC	As	841	13.7	LTR/Pao	10.3935242844765	21.5005151779707	soloLTR	teladorsagia_circumcincta	0.3932433084723
soloLTR_As:1359	0.563972782278675	1.28221672803354	soloLTR	rnd-5_family-1507	N0.HOG0000010_OG0000006_n0	HC	As	882	7.6	LTR/Pao	0.639424923218452	1.45376046262306	soloLTR	teladorsagia_circumcincta	-3.49326644061495
soloLTR_As:1431	12.685344363093	9.15972351470604	soloLTR	rnd-4_family-2177	N0.HOG0000027_OG0000016_n0	C	As	764	19.7	LTR/Pao	16.603853878394	11.9891669040655	soloLTR	teladorsagia_circumcincta	-0.449396507329492
soloLTR_As:1433	23.8292456012714	35.0732983837865	soloLTR	rnd-4_family-1343	N0.HOG0000010_OG0000006_n0	HC	As	800	21.6	LTR/Pao	29.7865570015893	43.8416229797331	soloLTR	teladorsagia_circumcincta	1.42117328618558
soloLTR_As:1453	109.31343839837	144.163843225666	soloLTR	rnd-5_family-11213	no_RT	Other	As	368	4.1	LTR/Gypsy	297.047386952092	391.749573982788	soloLTR	teladorsagia_circumcincta	4.58073188024433
soloLTR_As:1499	3.10446477140485	2.73951992952821	soloLTR	rnd-1_family-390	N0.HOG0000010_OG0000006_n0	HC	As	204	24.2	LTR/Pao	15.2179645657101	13.4290192623932	soloLTR	teladorsagia_circumcincta	-0.285773973610039
soloLTR_As:1516	1.97404853609767	1.54894570835551	soloLTR	rnd-5_family-1507	N0.HOG0000010_OG0000006_n0	HC	As	263	12.6	LTR/Pao	7.50588796995312	5.88952740819586	soloLTR	teladorsagia_circumcincta	-1.47490414243658
soloLTR_As:1517	7.04754073514328	12.0560964938292	soloLTR	rnd-5_family-1507	N0.HOG0000010_OG0000006_n0	HC	As	829	4.7	LTR/Pao	8.50125541030553	14.5429390757891	soloLTR	teladorsagia_circumcincta	-0.170809058236334
soloLTR_As:1519	79.5253920413619	100.722876359516	soloLTR	rnd-4_family-990	N0.HOG0000010_OG0000006_n0	HC	As	953	6	LTR/Pao	83.447420819897	105.690321468537	soloLTR	teladorsagia_circumcincta	2.69064344322426
soloLTR_As:1521	1.41127251386159	2.60340977139714	soloLTR	rnd-1_family-298	no_RT	Other	As	642	13.4	LTR/Gypsy	2.19824379106167	4.05515540716065	soloLTR	teladorsagia_circumcincta	-2.01329881092037
soloLTR_As:1527	124.652207708834	194.518841541488	soloLTR	rnd-4_family-2564	N0.HOG0000010_OG0000006_n0	HC	As	960	2.1	LTR/Pao	129.846049696702	202.623793272383	soloLTR	teladorsagia_circumcincta	3.62960376822458
soloLTR_As:1559	1.26918457341901	2.06330961900155	soloLTR	rnd-5_family-2418	N0.HOG0000009_OG0000005_n23	HC	As	160	20.6	LTR/Gypsy	7.93240358386883	12.8956851187597	soloLTR	teladorsagia_circumcincta	-0.344239498141903
soloLTR_As:1623	1.69251051717498	1.55458454267528	soloLTR	rnd-5_family-7799	no_RT	Other	As	715	15.3	LTR/Gypsy	2.3671475764685	2.17424411562976	soloLTR	teladorsagia_circumcincta	-2.91254208571816
soloLTR_As:1625	0.705325887655185	1.15097201044594	soloLTR	rnd-4_family-1343	N0.HOG0000010_OG0000006_n0	HC	As	787	23.3	LTR/Pao	0.896220950006588	1.46248031822864	soloLTR	teladorsagia_circumcincta	-3.48463880601504
soloLTR_As:1627	3.66546790514716	3.18605894783124	soloLTR	rnd-5_family-8115	N0.HOG0000016_OG0000008_n0	HC	As	375	30.5	LTR/Pao	9.77458108039242	8.49615719421665	soloLTR	teladorsagia_circumcincta	-0.94624555648999
soloLTR_As:1637	39.7773092718357	45.9689626851176	soloLTR	rnd-5_family-1543	N0.HOG0000016_OG0000008_n0	HC	As	415	1.4	LTR/Pao	95.8489380044235	110.768584783416	soloLTR	teladorsagia_circumcincta	2.75834894929475
soloLTR_As:1701	1.26801602628131	1.34239274961143	soloLTR	rnd-1_family-489	N0.HOG0000010_OG0000006_n0	HC	As	308	25.1	LTR/Pao	4.11693515026399	4.35841801821894	soloLTR	teladorsagia_circumcincta	-1.90925144258873
soloLTR_As:1703	0.282082160364396	0.709174015567137	soloLTR	rnd-5_family-1507	N0.HOG0000010_OG0000006_n0	HC	As	894	4.3	LTR/Pao	0.315528143584335	0.793259525242882	soloLTR	teladorsagia_circumcincta	-4.36719117049067
soloLTR_As:1709	2.11419649813795	4.64553111072385	soloLTR	rnd-4_family-384	N0.HOG0000009_OG0000005_n23	HC	As	190	7.4	LTR/Gypsy	11.1273499901997	24.4501637406518	soloLTR	teladorsagia_circumcincta	0.578716206365584
soloLTR_As:1713	15.5213491680024	13.7492767705473	soloLTR	rnd-1_family-624	N0.HOG0000016_OG0000008_n0	HC	As	642	15	LTR/Pao	24.1765563364524	21.4163189572389	soloLTR	teladorsagia_circumcincta	0.387582610128715
soloLTR_As:1855	1.69202074085156	6.89221931494815	soloLTR	rnd-1_family-390	N0.HOG0000010_OG0000006_n0	HC	As	834	5.9	LTR/Pao	2.02880184754384	8.26405193638866	soloLTR	teladorsagia_circumcincta	-0.986206694321686
soloLTR_As:1879	2.96300894062629	5.1784619780202	soloLTR	rnd-5_family-1631	no_RT	Other	As	710	14.6	LTR/Pao	4.17325202905111	7.29360841974676	soloLTR	teladorsagia_circumcincta	-1.16642326919358
soloLTR_As:1881	4.65110477672548	6.49883409495494	soloLTR	rnd-5_family-1864	N0.HOG0000027_OG0000016_n0	C	As	461	2	LTR/Pao	10.0891643746757	14.0972540020715	soloLTR	teladorsagia_circumcincta	-0.215713752393485
soloLTR_As:1897	4.08715625280199	3.17614574165473	soloLTR	rnd-5_family-923	N0.HOG0000009_OG0000005_n23	HC	As	157	13.6	LTR/Gypsy	26.0328423745349	20.2302276538518	soloLTR	teladorsagia_circumcincta	0.305384634406551
soloLTR_As:1921	1.41042297324847	0.877813023654985	soloLTR	rnd-5_family-923	N0.HOG0000009_OG0000005_n23	HC	As	157	12.3	LTR/Gypsy	8.98358581686925	5.59116575576423	soloLTR	teladorsagia_circumcincta	-1.5499068995818
soloLTR_As:1993	3.80604780738763	2.67219356354595	soloLTR	rnd-5_family-7799	no_RT	Other	As	711	22	LTR/Gypsy	5.35309114963098	3.75835944239937	soloLTR	teladorsagia_circumcincta	-2.12295296535126
soloLTR_As:2001	203.929236735291	189.607603842657	soloLTR	rnd-5_family-5438	N0.HOG0000010_OG0000006_n0	HC	As	850	18	LTR/Pao	239.916749100342	223.067769226656	soloLTR	teladorsagia_circumcincta	3.76828224993844
soloLTR_As:2023	0.563972782278675	0.661722685473724	soloLTR	rnd-1_family-298	no_RT	Other	As	651	11.4	LTR/Gypsy	0.866317637908871	1.01647109903798	soloLTR	teladorsagia_circumcincta	-4.00948681920704
soloLTR_As:2025	0.705561894998572	2.00196896197572	soloLTR	rnd-5_family-1007	no_RT	Other	As	223	16.8	LTR/Gypsy	3.16395468609225	8.97743929137096	soloLTR	teladorsagia_circumcincta	-0.866752023429435
soloLTR_As:2047	1.55032264617271	2.95386529666833	soloLTR	rnd-1_family-298	no_RT	Other	As	653	11.3	LTR/Gypsy	2.37415412890154	4.52353031649054	soloLTR	teladorsagia_circumcincta	-1.85560687496726
soloLTR_As:2067	2.81945248044388	3.68356649646558	soloLTR	rnd-5_family-7799	no_RT	Other	As	696	18.4	LTR/Gypsy	4.05093747190213	5.29248059837009	soloLTR	teladorsagia_circumcincta	-1.62911193984955
soloLTR_As:2069	4.51152943092447	7.03395929869478	soloLTR	rnd-1_family-390	N0.HOG0000010_OG0000006_n0	HC	As	787	19.1	LTR/Pao	5.7325659859269	8.9376865294724	soloLTR	teladorsagia_circumcincta	-0.873154569205979
soloLTR_As:2071	18.7437282325809	14.3998909582558	soloLTR	rnd-4_family-2177	N0.HOG0000027_OG0000016_n0	C	As	571	19.6	LTR/Pao	32.8261440150279	25.2187232193622	soloLTR	teladorsagia_circumcincta	0.623367315893915
soloLTR_As:2081	6.9094568042036	3.84967558219403	soloLTR	rnd-4_family-2177	N0.HOG0000027_OG0000016_n0	C	As	636	18	LTR/Pao	10.863925792773	6.05294902860697	soloLTR	teladorsagia_circumcincta	-1.43541781305544
soloLTR_As:2121	5.64391103189338	6.399926286541	soloLTR	rnd-5_family-5416	N0.HOG0000016_OG0000008_n0	HC	As	204	8.9	LTR/Pao	27.6662305484969	31.3721876791225	soloLTR	teladorsagia_circumcincta	0.938358215801786
