Adult_IP	Secr_IP	LTR_type	family	HOG	cons	strand	length	dt	Adult_IP_rpkm	Secr_IP_rpkm	sim_LTR	length_centred
soloLTR_As:422	12.6838200549308	72.7179793117792	soloLTR	rnd-5_family-2061	no_RT	Other	As	2.14612803567824	1	6.51425877669061	9.0229958084233	soloLTR	-0.839724409487611
int_As:441	1.01876113698512	5.14119632479133	int	rnd-1_family-943	no_RT	Other	As	2.30102999566398	1	2.50047211813854	4.71567325507912	int	-0.684822449501868
soloLTR_As:530	0.773000767169978	1.67507499924044	soloLTR	rnd-5_family-1101	N0.HOG0000047_OG0000033_n0	C	As	2.61384182187607	1	1.11022225808731	2.1219351569282	soloLTR	-0.37201062328978
LTR_As:538	1.61426922984511	0.622466811935923	LTR_fl	rnd-5_family-1490	N0.HOG0000032_OG0000021_n0	C	As	2.28330122870355	0	3.16992639433736	1.93984580295994	LTR	-0.702551216462299
soloLTR_As:634	103.813205692061	3.51913961278599	soloLTR	rnd-5_family-2347	N0.HOG0000016_OG0000008_n0	HC	As	2.49136169383427	0	8.38908510762098	3.55073065330051	soloLTR	-0.494490751331576
int_As:736	39.7295084222587	1.92254933330698	int	rnd-5_family-463	N0.HOG0000026_OG0000015_n0	C	As	3.08062648692181	0	5.04842547213216	0.75828268963596	int	0.0947740417559566
int_As:737	43.2602444771209	3.02802591909411	int	rnd-5_family-463	N0.HOG0000026_OG0000015_n0	C	As	2.89153745767256	0	5.79906150534128	2.01185893402653	int	-0.0943149874932847
int_As:811	7.92493274811395	1.86911838371975	int	rnd-5_family-4027	N0.HOG0000027_OG0000016_n0	C	As	2.24551266781415	0	5.51328842585375	3.49412832788215	int	-0.740339777351699
int_As:869	111.531053827699	2.04015802969481	int	rnd-4_family-915	N0.HOG0000009_OG0000005_n23	HC	As	3.62613497863539	0	4.7227962060305	-0.973030757037959	int	0.64028253346954
soloLTR_As:879	0.542762285201846	1.28498163198991	soloLTR	rnd-1_family-807	no_RT	Other	As	2.39794000867204	1	1.39191749802086	2.48351838046514	soloLTR	-0.587912436493812
int_As:899	12.128042312829	3.4623139914496	int_fl	rnd-3_family-1455	N0.HOG0000032_OG0000021_n0	C	As	3.21510858105309	0	2.89916743972426	1.12378993412396	int	0.229256135887244
int_As:907	11.5767528879636	1.6671640477102	int_fl	rnd-3_family-1455	N0.HOG0000032_OG0000021_n0	C	As	3.92090560416402	0	0.488070301449183	-2.22666193460419	int	0.935053158998175
LTR_As:972	1.47827527909047	3.16541305073037	LTR	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	2.8926510338773	1	1.02749914110303	2.07000368951932	LTR	-0.0932014112885486
int_As:973	174.22306418224	281.701348724183	int	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	3.95913683117037	1	4.25954921712083	4.95242088643839	int	0.973284386004525
LTR_As:974	0.667566911586671	1.43434351576936	LTR	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	2.8926510338773	1	-0.00106526943264007	0.987369337714284	LTR	-0.0932014112885486
soloLTR_As:1052	86.0384033259505	398.745722673083	soloLTR	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.89872518158949	1	6.76524222210399	8.97616389125724	soloLTR	-0.0871272635763556
LTR_As:1058	5.77333021868759	56.9270314960221	LTR	rnd-4_family-770	N0.HOG0000174_OG0000160_-	LC	As	2.45178643552429	1	4.37867989966718	7.65504617332822	LTR	-0.534066009641559
LTR_As:1064	9.21968518849308	1.23714072780932	LTR	rnd-5_family-273	N0.HOG0000027_OG0000016_n0	C	As	2.85186960072977	0	3.71449280079221	0.92601800130399	LTR	-0.133982844436083
int_As:1065	100.19750845429	12.7184950528972	int	rnd-5_family-273	N0.HOG0000027_OG0000016_n0	C	As	3.96815593714997	0	3.43219433805091	0.465571310780539	int	0.982303491984121
int_As:1069	16.4873596290015	45.7421730163272	int	rnd-4_family-770	N0.HOG0000174_OG0000160_-	LC	As	3.50392680419351	1	2.37919216621948	3.84502813787996	int	0.518074359027661
LTR_As:1070	6.15226701221201	50.8896498808329	LTR	rnd-4_family-770	N0.HOG0000174_OG0000160_-	LC	As	2.45178643552429	1	4.4686688702344	7.49364635287114	LTR	-0.534066009641559
LTR_As:1082	9.95634860007196	42.8622607310906	LTR	rnd-5_family-1804	N0.HOG0000125_OG0000111_n0	LC	As	2.0899051114394	1	6.3552416024432	8.44872718369188	LTR	-0.895947333726451
int_As:1103	50.9840634956647	3.47556821485948	int	rnd-4_family-230	N0.HOG0000009_OG0000005_n23	HC	As	3.47943133719774	0	4.08255158186622	0.251174837461343	int	0.493578892031887
soloLTR_As:1122	3.87613228698101	1.48581700571526	soloLTR	rnd-5_family-8986	N0.HOG0000003_OG0000003_n0	C	As	2.52633927738984	0	3.56993253876895	2.25121827173078	soloLTR	-0.459513167776005
int_As:1197	48.7018170354801	3.95866027480212	int	rnd-5_family-1215	N0.HOG0000003_OG0000003_n0	C	As	3.8348020540487	0	2.83611458886932	-0.747263479790655	int	0.84894960888285
LTR_As:1198	31.0520754806707	1.11423172889399	LTR	rnd-5_family-1215	N0.HOG0000003_OG0000003_n0	C	As	2.68574173860226	0	6.00582932772543	1.34035090224942	LTR	-0.300110706563586
int_As:1216	15.4574778550602	4.85720316172408	int_fl	rnd-3_family-1455	N0.HOG0000032_OG0000021_n0	C	As	3.96411814315148	0	0.758073379516857	-0.889123473490151	int	0.978265697985636
int_As:1248	8.28767266326978	0.929677288955338	int	rnd-5_family-842	N0.HOG0000003_OG0000003_n0	C	As	3.06781451116184	0	2.84532486731343	-0.163680233891678	int	0.0819620659959912
soloLTR_As:1330	3.94292708840315	1.92409609584769	soloLTR	rnd-3_family-522	N0.HOG0000010_OG0000006_n0	HC	As	2.68930885912362	0	3.05233095823269	2.0592918940565	soloLTR	-0.296543586042229
int_As:1359	72.1231495112744	2.96943379697082	int	rnd-5_family-4189	N0.HOG0000032_OG0000021_n0	C	As	2.96614173273903	0	6.2871386498593	1.73691318558919	int	-0.0197107124268165
int_As:1373	506.715702216439	27.7119738737858	int	rnd-5_family-9494	N0.HOG0000009_OG0000005_n23	HC	As	3.63588568528127	0	6.87298957931414	2.68597494006867	int	0.650033240115424
LTR_As:1390	7.80792684144746	27.9516940354026	LTR	rnd-5_family-4164	N0.HOG0000016_OG0000008_n0	HC	As	2.8750612633917	1	3.40085170991213	5.22575882331874	LTR	-0.110791181774149
int_As:1391	283.890439025735	1629.09667755715	int	rnd-5_family-4164	N0.HOG0000016_OG0000008_n0	HC	As	3.53440689913788	1	6.37450658762661	8.89469558354493	int	0.548554453972028
LTR_As:1392	16.6328116191548	35.4450783203658	LTR	rnd-5_family-4164	N0.HOG0000016_OG0000008_n0	HC	As	2.8750612633917	1	4.48082062346682	5.56717247985366	LTR	-0.110791181774149
LTR_As:1397	6.1866330096992	18.7707203227895	LTR	rnd-1_family-807	no_RT	Other	As	2.42651126136458	1	4.56049552118424	6.14419812590303	LTR	-0.559341183801274
int_As:1398	28.5727944640306	7.97315803429459	int	rnd-1_family-807	no_RT	Other	As	3.38327665040765	0	3.5690799051318	1.74236314404918	int	0.397424205241801
soloLTR_As:1400	2.12503035992737	4.04082513743027	soloLTR	rnd-1_family-807	no_RT	Other	As	2.42651126136458	1	3.06741863405989	3.95965426472771	soloLTR	-0.559341183801274
int_As:1404	1.38034040150354	3.40027525456103	int_fl	rnd-5_family-6178	N0.HOG0000095_OG0000081_n0	LC	As	2.75358305889291	1	1.39834432564232	2.63169251107502	int	-0.232269386272943
int_As:1405	10.4951619219334	4.87831906717032	int_fl	rnd-5_family-6178	N0.HOG0000095_OG0000081_n0	LC	As	3.36078268987328	0	2.20872304355228	1.12111496580388	int	0.374930244707431
int_As:1408	14.2841435847021	1.53392259602831	int	rnd-5_family-10151	N0.HOG0000095_OG0000081_n0	LC	As	2.85672889038288	0	4.32371914324243	1.19585672545542	int	-0.129123554782967
soloLTR_As:1455	92.4905532296055	271.738387211156	soloLTR	rnd-5_family-3633	no_RT	Other	As	2.72997428569956	1	7.43001167009434	8.98368383050169	soloLTR	-0.255878159466294
int_As:1473	48.4173641780651	28.7634378112972	int	rnd-5_family-7032	no_RT	Other	As	2.82801506422398	0	6.1721565934656	5.423169464606	int	-0.157837380941872
LTR_As:1479	0.334265162156705	3.10662997499685	LTR	rnd-5_family-120	N0.HOG0000176_OG0000162_-	LC	As	2.23044892137827	1	1.40118759684089	4.2436609315825	LTR	-0.755403523787575
int_As:1480	9.30056984777896	47.2837336658101	int	rnd-5_family-120	N0.HOG0000176_OG0000162_-	LC	As	3.48869169831694	1	1.61143652361971	3.94333837920768	int	0.502839253151091
LTR_As:1482	0.24795934777116	3.61258925703987	LTR	rnd-5_family-120	N0.HOG0000176_OG0000162_-	LC	As	2.26481782300954	1	0.977345409289105	4.34005745060447	LTR	-0.721034622156313
LTR_As:1499	7.36754877605976	12.4987755703207	LTR	rnd-3_family-2400	N0.HOG0000003_OG0000003_n0	C	As	2.95712819767681	1	3.04570972072331	3.79918329446778	LTR	-0.0287242474890359
int_As:1500	20.1367725195122	38.1735234181748	int	rnd-3_family-2400	N0.HOG0000003_OG0000003_n0	C	As	3.73134697554595	1	1.91039976286916	2.82930871402128	int	0.745494530380106
LTR_As:1521	21.3951326630505	1.49241464854915	LTR	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	2.69635638873333	0	5.43553775118244	1.6926892563182	LTR	-0.289496056432517
int_As:1538	20.6661742672385	1.78457318720441	int_fl	rnd-1_family-651	N0.HOG0000016_OG0000008_n0	HC	As	3.75823040845775	0	1.8583315620039	-1.59435530397584	int	0.772377963291901
int_As:1558	6.47250683422166	43.6419235785849	int	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	2.80685802951882	1	3.361087621104	6.09300312189051	int	-0.178994415647032
int_As:1560	14.2136614411747	54.5863601292412	int	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	2.94890176097021	1	4.01043995617358	5.94321462686121	int	-0.0369506841956353
int_As:1562	25.7693311177705	98.0589638866178	int	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	3.33061666729444	1	3.59565277703646	5.51896471223449	int	0.344764222128589
int_As:1568	10.0263259319682	21.8823705144058	int_fl	rnd-1_family-651	N0.HOG0000016_OG0000008_n0	HC	As	2.84198480459011	1	3.866942678389	4.98409559755029	int	-0.143867640575735
int_As:1570	37.7870605981068	105.572214577093	int_fl	rnd-1_family-651	N0.HOG0000016_OG0000008_n0	HC	As	3.85058497635203	1	2.41857502647995	3.8980571449706	int	0.864732531186182
LTR_As:1588	1.52577707353641	3.44911797422961	LTR	rnd-5_family-3723	N0.HOG0000026_OG0000015_n0	C	As	2.50379068305718	1	2.36144854706564	3.48131276478138	LTR	-0.482061762108668
int_As:1595	184.665386218955	71.3514709199209	int	rnd-5_family-2789	N0.HOG0000003_OG0000003_n0	C	As	3.64028262969668	0	5.4026844702008	4.03219516830729	int	0.654430184530832
int_As:1675	38.745318572971	2.22294992897048	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	3.21005084987514	0	4.58240020575269	0.526620802901531	int	0.224198404709288
int_As:1679	9.24570117538376	0.866315199645025	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	2.73798732633343	0	4.09679905963444	0.841429084309118	int	-0.247865118832418
int_As:1684	11.4226719004751	5.9219967484366	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	3.16938049531195	0	2.96544165741126	2.03082597414779	int	0.183528050146101
int_As:1697	164.090717928191	6.31065714833922	int	rnd-5_family-6915	N0.HOG0000009_OG0000005_n23	HC	As	3.49679131570004	0	5.70904377503471	1.03326613455441	int	0.510938870534194
LTR_As:1707	95.0817031594447	57.4486534014692	LTR	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	2.97634997900327	0	6.65138350952266	5.92561702413869	LTR	-0.00950246616257555
int_As:1708	138.309021956205	74.0924139341273	int	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	3.98181860717066	0	3.8514059269678	2.95193484117791	int	0.995966162004815
int_As:1724	53.3887913594329	2.16447566317544	int	rnd-4_family-1097	N0.HOG0000003_OG0000003_n0	C	As	3.42111012979343	0	4.34263647822357	-0.210980660870744	int	0.435257684627585
int_As:1739	2.26590790702138	1.11283560241048	int	rnd-1_family-819	N0.HOG0000010_OG0000006_n0	HC	As	3.08170727009735	0	0.979278324592546	0.023196367944302	int	0.0958548249315001
LTR_As:1740	4.53002350507774	1.41081762721219	LTR	rnd-1_family-819	N0.HOG0000010_OG0000006_n0	HC	As	2.67669360962487	0	3.28931055508223	1.68192865930878	LTR	-0.309158835540983
int_As:1758	8.11771008008198	4.50101516793092	int	rnd-5_family-274	N0.HOG0000174_OG0000160_-	LC	As	3.38632057389405	0	1.75776824914498	0.922872131484033	int	0.400468128728197
int_As:1805	12.4109146158839	1.54875652820242	int	rnd-5_family-3633	no_RT	Other	As	2.78175537465247	0	4.37167752293631	1.45847529506534	int	-0.20409707051338
int_As:1806	24.8265477012627	2.16860303904528	int	rnd-5_family-3633	no_RT	Other	As	2.57863920996807	0	6.04013154797598	2.59035795672425	int	-0.407213235197777
int_As:1807	3.13447871287775	1.66081288450143	int	rnd-5_family-3633	no_RT	Other	As	3.28891960566173	0	0.73973638821453	-0.132570531951478	int	0.303067160495877
int_As:1917	7.64756507908209	1.79460087942104	int	rnd-5_family-1490	N0.HOG0000032_OG0000021_n0	C	As	3.37912414607039	0	1.69685289347555	-0.327058072745595	int	0.393271700904543
int_As:1925	7.88735643716526	64.7744464264854	int	rnd-5_family-7032	no_RT	Other	As	2.81424759573192	1	3.61720877735647	6.63694012686696	int	-0.171604849433929
LTR_As:1933	21.8123954211156	11.8260414273554	LTR	rnd-5_family-7032	no_RT	Other	As	2.64048143697042	0	5.64885774276792	4.77197457108893	LTR	-0.345371008195427
int_As:1937	0.540114895854705	1.65174222838836	int	rnd-5_family-7032	no_RT	Other	As	3.00817418400643	1	-0.641725468765871	0.792465522379717	int	0.0223217388405774
int_As:1944	62.6815925116262	5.83924226645968	int	rnd-5_family-458	N0.HOG0000026_OG0000015_n0	C	As	3.33745926129066	0	4.85156947855446	1.45266425143005	int	0.351606816124807
LTR_As:1947	17.5352427451222	5.73256580060221	LTR	rnd-5_family-767	N0.HOG0000199_OG0000185_-	LC	As	2.29225607135648	0	6.49257666357411	4.89855014671592	LTR	-0.693596373809373
int_As:1948	22.976369914652	3.76459929367721	int	rnd-5_family-767	N0.HOG0000199_OG0000185_-	LC	As	3.60042832573213	0	2.53462468892114	-0.0391911379622523	int	0.614575880566282
int_As:1951	7.21241294472082	1.53816178589031	int	rnd-5_family-767	N0.HOG0000199_OG0000185_-	LC	As	3.46731206298055	0	1.32068236003899	-0.828527006893532	int	0.481459617814703
int_As:1976	217.918448353479	75.8887543038472	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	4.05246307748333	0	4.27219001202267	2.75176613857364	int	1.06661063231748
LTR_As:1977	21.8911452180406	7.5506513101218	LTR	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	2.9804578922761	0	4.52466712666668	3.00309531911587	LTR	-0.00539455288974899
int_As:1986	101.421855335267	6.54210353966478	int	rnd-1_family-668	N0.HOG0000003_OG0000003_n0	C	As	3.66801297164183	0	4.44674995554331	0.515502250096609	int	0.682160526475983
LTR_As:1991	0.725206299497798	1.92852103412218	LTR	rnd-5_family-7032	no_RT	Other	As	2.01283722470517	1	3.02472858082617	4.30958280764352	LTR	-0.973015220460677
LTR_As:1996	6.03347982083341	11.2563327675761	LTR	rnd-3_family-2400	N0.HOG0000003_OG0000003_n0	C	As	2.98587535730839	1	2.66678118461223	3.55408903908937	LTR	2.29121425445733e-05
int_As:2001	41.4213609459824	73.9252180007749	int	rnd-3_family-2400	N0.HOG0000003_OG0000003_n0	C	As	3.40122816749811	1	4.04340648284917	4.87736103569096	int	0.415375722332264
LTR_As:2002	17.4674838740562	37.2049821016659	LTR	rnd-3_family-2400	N0.HOG0000003_OG0000003_n0	C	As	2.99166900737995	1	4.16363622096494	5.24949837183586	LTR	0.00581656221409954
LTR_As:2005	104.562141605952	362.352697526661	LTR	rnd-5_family-3633	no_RT	Other	As	2.73957234445009	1	7.57490627270331	9.36682509419547	LTR	-0.246280100715757
int_As:2006	29.5161943854605	200.131430653568	int	rnd-5_family-3633	no_RT	Other	As	2.31175386105575	1	7.17528928623144	9.93192738238548	int	-0.674098584110095
int_As:2008	85.6740996789517	442.952148541209	int	rnd-5_family-3633	no_RT	Other	As	2.82151352840477	1	7.01561927317647	9.38429621718547	int	-0.164338916761076
int_As:2010	242.373867196934	1115.79904246521	int	rnd-5_family-3633	no_RT	Other	As	2.98407703390283	1	7.97466157882915	10.1769031383804	int	-0.00177541126301817
soloLTR_As:2012	44.1386403543157	270.164344874056	soloLTR	rnd-4_family-356	no_RT	Other	As	2.47567118832443	1	7.20946563177403	9.82008284070768	soloLTR	-0.510181256841419
int_As:2014	386.984317298779	2007.80036565402	int	rnd-5_family-3633	no_RT	Other	As	2.8998205024271	1	8.9293438907814	11.30427057773	int	-0.0860319427387526
int_As:2016	55.2250395338129	347.225489169945	int	rnd-3_family-2400	N0.HOG0000003_OG0000003_n0	C	As	2.47421626407626	1	7.53683383327063	10.1868168400238	int	-0.511636181089594
int_As:2022	35.4287665792126	1.49091389518544	int	rnd-5_family-878	N0.HOG0000027_OG0000016_n0	C	As	3.3714373174041	0	3.9175832702117	-0.551309358215332	int	0.385584872238252
int_As:2025	12.877039088613	1.54548994000173	int_fl	rnd-5_family-878	N0.HOG0000027_OG0000016_n0	C	As	3.85394144588049	0	0.86268330678212	-2.10623242291338	int	0.868089000714641
int_As:2048	33.1478502154218	17.0499791790784	int	rnd-5_family-4242	N0.HOG0000047_OG0000033_n0	C	As	3.56749689110422	0	3.17059792347604	2.21609278579382	int	0.581644445938374
int_As:2049	28.8650569528632	14.9579540615106	int	rnd-5_family-4242	N0.HOG0000047_OG0000033_n0	C	As	3.41830129131975	0	3.46735184628279	2.52419984308704	int	0.432448846153896
int_As:2064	8.62548091207097	1.36202426843193	int	rnd-1_family-807	no_RT	Other	As	3.21085336531489	0	2.42702525603978	-0.138877014423515	int	0.225000920149044
soloLTR_As:2066	1.251053458355	2.83157565600163	soloLTR	rnd-1_family-807	no_RT	Other	As	2.41830129131975	1	2.38071353963902	3.49065819564298	soloLTR	-0.567551153846104
int_As:2123	37.8186852627345	1.99072688353406	int	rnd-4_family-230-2	N0.HOG0000009_OG0000005_n23	HC	As	3.64355136856295	0	3.10752493713365	-1.06405510346366	int	0.657698923397096
LTR_As:2132	8.44726515317556	151.79295655906	LTR	rnd-5_family-1554	N0.HOG0000047_OG0000033_n0	C	As	2.65127801399814	1	4.25620554600893	8.4054698944265	LTR	-0.334574431167705
LTR_As:2134	2.96373785755933	83.4650625900275	LTR	rnd-5_family-1554	N0.HOG0000047_OG0000033_n0	C	As	2.38560627359831	1	3.66283561490695	8.42603483812471	LTR	-0.600246171567537
LTR_As:2140	23.9897581638964	109.867097860916	LTR	rnd-5_family-1554	N0.HOG0000047_OG0000033_n0	C	As	2.89097959698969	1	4.95332020852426	7.14326481357609	LTR	-0.09487284817616
int_As:2141	80.084990445688	513.108682930323	int	rnd-5_family-1554	N0.HOG0000047_OG0000033_n0	C	As	3.03901732199741	1	6.19589351352251	8.87382720323341	int	0.0531648768315631
soloLTR_As:2142	16.967032873166	124.297480932315	soloLTR	rnd-5_family-3652	N0.HOG0000047_OG0000033_n0	C	As	2.69983772586725	1	5.09141215566201	7.95608933577796	soloLTR	-0.286014719298603
int_As:2143	4.55710528901315	50.1555569275678	int	rnd-5_family-1554	N0.HOG0000047_OG0000033_n0	C	As	2.75966784468963	1	3.02200866974555	6.44997019368664	int	-0.226184600476218
int_As:2144	31.725607112251	505.883943745764	int	rnd-5_family-1554	N0.HOG0000047_OG0000033_n0	C	As	3.2964457942064	1	4.00795549233434	7.99821492651055	int	0.310593349040547
int_As:2146	18.844277520275	255.06118412703	int	rnd-5_family-1554	N0.HOG0000047_OG0000033_n0	C	As	2.90145832139611	1	4.57207706155583	8.32269055939756	int	-0.0843941237697368
